Date,ADBE,AMZN,AVGO,CAT,COST,JPM,LLY,MA,MSFT,NVDA,TSLA,UNH,XOM,ADBE_volume,AMZN_volume,AVGO_volume,CAT_volume,COST_volume,JPM_volume,LLY_volume,MA_volume,MSFT_volume,NVDA_volume,TSLA_volume,UNH_volume,XOM_volume,ADBE_high,AMZN_high,AVGO_high,CAT_high,COST_high,JPM_high,LLY_high,MA_high,MSFT_high,NVDA_high,TSLA_high,UNH_high,XOM_high,ADBE_low,AMZN_low,AVGO_low,CAT_low,COST_low,JPM_low,LLY_low,MA_low,MSFT_low,NVDA_low,TSLA_low,UNH_low,XOM_low,^GSPC,CL=F,SI=F,NG=F,HG=F,ZC=F,^IRX,TLT,IEF,UUP,HYG,EEM,VEA,FXI,^RUT,^FTSE,^TYX,AUDUSD=X,USDJPY=X,EURUSD=X,GBPUSD=X,ZW=F,GC=F
2016-08-08,98.48999786376953,38.327999114990234,12.999951362609863,67.60694885253906,141.85772705078125,51.797943115234375,69.92670440673828,91.81916046142578,51.742530822753906,1.4419360160827637,15.077333450317383,123.73814392089844,59.226112365722656,1107200,39726000,19084000,3544800,1294400,11359200,4227300,2873000,19473500,305064000,33954000,1846400,10492700,98.94999694824219,38.349998474121094,13.22234444752719,67.89053380275509,141.9848474724048,52.10355834467942,70.14094063748072,92.12275731715293,51.76926545461232,1.4517551146401582,15.30666732788086,124.55650847014772,59.42667693495121,98.30000305175781,38.05099868774414,12.962113829237724,67.08839174880453,141.06963474510422,51.59419763606348,68.94978771759043,91.67684785192118,51.4929951267927,1.4267163313817803,15.072667121887207,123.50307865404943,58.851730610436164,2180.889892578125,43.02000045776367,19.76799964904785,2.747999906539917,2.1640000343322754,325.25,0.25,108.95890045166016,92.1160659790039,21.51189422607422,53.638790130615234,30.20171356201172,28.127538681030273,28.921056747436523,1230.4200439453125,6809.10009765625,2.2990000247955322,0.7611798048019409,102.1449966430664,1.1089547872543335,1.3085750341415405,417.0,1333.4000244140625
2016-08-09,98.87000274658203,38.41550064086914,13.217713356018066,67.11266326904297,142.24755859375,51.617698669433594,69.84102630615234,91.74324798583984,51.86726760864258,1.445617914199829,15.272000312805176,123.46826934814453,59.29962921142578,1001700,37522000,32743000,2314900,1286700,10097000,2242800,1937100,16920700,372344000,33117000,2140700,9654600,99.22000122070312,38.630001068115234,13.294931976231762,67.8580879455569,142.87465244794876,51.93898378845443,70.38947065226716,92.16069632472568,52.13462397474277,1.4596101800474073,15.435999870300293,124.60875110711173,59.33974516994766,98.47000122070312,38.345001220703125,13.02698065404482,67.0073273553565,141.41709273429652,51.476645061940744,69.15546760452266,91.60094263241885,51.70685310905833,1.4419357821015233,15.109999656677246,123.34637282132765,58.95198987449303,2181.739990234375,42.77000045776367,19.81399917602539,2.615000009536743,2.1494998931884766,322.25,0.2930000126361847,110.03064727783203,92.44558715820312,21.468698501586914,53.826148986816406,30.406452178955078,28.357091903686523,29.193140029907227,1231.739990234375,6851.2998046875,2.256999969482422,0.7660487294197083,102.28800201416016,1.1083648204803467,1.3032373189926147,417.0,1339.0
2016-08-10,100.62000274658203,38.428001403808594,13.270219802856445,66.96682739257812,142.99522399902344,51.15534591674805,69.02692413330078,91.35425567626953,51.70687484741211,1.43628990650177,15.043333053588867,123.79034423828125,58.26132583618164,2670200,32086000,19523000,2290300,1104300,11556100,4956700,2004700,15756900,375740000,35074500,1866300,12714800,100.98999786376953,38.60499954223633,13.295703062753322,67.5015864922348,143.17366572633208,51.77441409787622,69.54966111972831,91.85708715961817,51.97423132591302,1.460592191914292,15.324666976928711,123.9209286377512,59.27942881321218,99.08999633789062,38.30950164794922,13.115007868140642,66.82908706799688,141.94161006833903,51.06131417895956,68.27280832968249,91.29733354255251,51.52863606187081,1.431625817335381,14.974666595458984,122.69338214564334,57.991627673393346,2175.489990234375,41.709999084472656,20.134000778198242,2.561000108718872,2.1705000400543213,322.5,0.27300000190734863,110.45623779296875,92.69265747070312,21.35638999938965,53.726226806640625,30.414628982543945,28.45655632019043,29.02508544921875,1223.27001953125,6866.39990234375,2.2269999980926514,0.7664597034454346,101.91500091552734,1.111580491065979,1.3007115125656128,421.75,1344.300048828125
2016-08-11,101.66999816894531,38.5620002746582,13.288752555847168,67.44486236572266,142.6469268798828,51.29640197753906,69.47535705566406,91.58195495605469,51.9564094543457,1.4655019044876099,14.994000434875488,124.17345428466797,58.47031784057617,2259000,40394000,15745000,2229300,1497800,9604500,2408000,2971100,18162300,681064000,28213500,1857500,11616000,101.93000030517578,38.6875,13.37137799703784,67.7770661291786,144.09989935404985,51.476639448031904,69.57022214891282,91.95196331601886,52.090089399445716,1.4716388707624724,15.171333312988281,124.54780522094352,58.84114817618237,100.58999633789062,38.45600128173828,13.196861412049847,67.24230090459642,142.1795916235932,50.951602979354725,68.97516706718689,91.24040766403877,51.715787592939016,1.4409541564410553,14.894000053405762,123.13744006116704,58.16016686851796,2185.7900390625,43.4900016784668,19.983999252319336,2.5510001182556152,2.190000057220459,321.0,0.2750000059604645,109.47112274169922,92.24787139892578,21.416866302490234,53.857364654541016,30.807714462280273,28.670814514160156,29.641286849975586,1229.1199951171875,6914.7001953125,2.2850000858306885,0.77154541015625,101.13300323486328,1.1186434030532837,1.3020155429840088,416.25,1342.5
2016-08-12,101.04000091552734,38.62799835205078,13.318095207214355,67.25043487548828,143.63258361816406,51.186702728271484,69.18212890625,91.19296264648438,51.63557815551758,1.5474910736083984,15.040666580200195,124.39109802246094,59.23220443725586,1713300,31266000,16530000,4342800,1399100,7685400,2525000,1988600,21655200,1425744000,27202500,1787900,9986900,101.19999694824219,38.657501220703125,13.329677702859538,67.88242592500713,143.94697990530236,51.2102106677273,69.6133313984808,91.46809833002004,51.858375788324715,1.5558372940022869,15.109999656677246,124.61744881389363,59.31985925718008,100.05999755859375,38.42100143432617,13.233926224681886,66.91013295369935,142.03516420501518,50.8262337064989,68.9061595744074,90.6142302153089,51.35039745749421,1.4883310342280598,14.935999870300293,123.1896680337778,58.591676099971636,2184.050048828125,44.4900016784668,19.672000885009766,2.5859999656677246,2.140500068664551,322.25,0.2630000114440918,110.39319610595703,92.57740783691406,21.382307052612305,53.90107345581055,30.69306755065918,28.594297409057617,29.705310821533203,1229.8199462890625,6916.0,2.234999895095825,0.7695859670639038,101.80799865722656,1.113908290863037,1.2954877614974976,422.5,1335.800048828125
2016-08-15,100.93000030517578,38.42449951171875,13.55516242980957,68.18220520019531,143.36915588378906,51.50014114379883,69.21662902832031,91.49658966064453,51.79597854614258,1.5460187196731567,15.03933334350586,123.29411315917969,59.20524978637695,1697600,42370000,25807000,4056000,918600,8371600,2780400,2081200,19283900,573304000,30514500,2369600,6432600,101.62999725341797,38.60200119018555,13.576010629921221,68.28753495952134,143.82799883534403,51.586340882900856,69.52709536315018,91.61043395472007,52.13463180721155,1.5587835729592483,15.300000190734863,124.59130926294989,59.670478895048866,100.87999725341797,38.385501861572266,13.320413611258159,67.21801043872829,143.25019900103922,51.29639576241043,69.0527699683745,91.1455528644987,51.65338823615898,1.5251531031134227,14.995332717895508,123.18094442618685,59.090629762057766,2190.14990234375,45.7400016784668,19.820999145507812,2.5899999141693115,2.1514999866485596,326.5,0.2750000059604645,109.3529281616211,92.30558776855469,21.347747802734375,54.06345748901367,31.0124454498291,28.716720581054688,30.377517700195312,1241.8599853515625,6941.2001953125,2.2760000228881836,0.7656381726264954,101.28299713134766,1.1166945695877075,1.290988802909851,422.0,1340.300048828125
2016-08-16,100.5999984741211,38.20199966430664,13.312694549560547,68.2956314086914,143.09725952148438,51.4923095703125,68.85443878173828,90.71863555908203,51.5090217590332,1.536690354347229,14.907333374023438,122.82403564453125,59.2794075012207,1649300,32092000,19069000,3161800,1023000,10128900,2158700,2866200,20523500,287652000,34006500,1688500,6817900,100.97000122070312,38.436500549316406,13.512694450606256,68.35234837754311,143.4286403341451,51.688217005587745,69.33739024344189,91.32582934406263,51.67043610195801,1.5462638753752405,15.145999908447266,123.29415298053192,59.45471201561772,99.91000366210938,38.191001892089844,13.289528077235076,67.76897030839078,142.6469218264667,51.12400263541575,68.85443878173828,90.56683349367644,51.35657678005425,1.53202626525247,14.894000053405762,122.17108678191562,58.90857716176336,2178.14990234375,46.58000183105469,19.847999572753906,2.617000102996826,2.171999931335449,327.5,0.2879999876022339,109.06132507324219,92.14900970458984,21.157682418823242,53.951053619384766,30.873226165771484,28.647859573364258,30.24147605895996,1231.1300048828125,6893.89990234375,2.2980000972747803,0.7676364183425903,101.23999786376953,1.1184055805206299,1.2883111238479614,423.5,1350.5
2016-08-17,99.69999694824219,38.23149871826172,13.361334800720215,68.39286804199219,142.71493530273438,51.63337707519531,69.08729553222656,90.69012451171875,51.616641998291016,1.5010963678359985,14.88266658782959,123.37249755859375,59.40753173828125,2123900,37822000,16613000,2983400,1382500,11868100,2519500,4054700,18856400,595212000,26806500,1849100,7104600,100.80999755859375,38.26100158691406,13.380639446318893,68.65214651553897,143.0548084914483,51.703906879780924,69.29427098117202,91.14552325503992,51.72425043747614,1.5401274270260488,14.988666534423828,123.5466145710822,59.454728527103555,99.44999694824219,37.959999084472656,13.263266553024906,67.93102188612285,141.8312442675484,51.35910778763365,68.63022173347451,90.15883200977528,51.32071451451868,1.489068010663757,14.853333473205566,122.45836663768378,59.10412454500418,2182.219970703125,46.790000915527344,19.62700080871582,2.61899995803833,2.1519999504089355,330.25,0.2879999876022339,109.7154312133789,92.29730987548828,21.174962997436523,54.02599334716797,30.67668914794922,28.647859573364258,30.033405303955078,1227.6800537109375,6859.2001953125,2.2730000019073486,0.7700778245925903,100.19999694824219,1.1275991201400757,1.303373098373413,426.0,1342.699951171875
2016-08-18,100.66999816894531,38.222999572753906,13.430837631225586,67.55831909179688,142.53646850585938,51.68037033081055,68.80268859863281,90.3865737915039,51.65250778198242,1.5244166851043701,14.900667190551758,123.77293395996094,59.946929931640625,2027000,29176000,21120000,5003100,1353400,9313600,3037200,3134200,14214300,331684000,25717500,1572700,10342700,100.93000030517578,38.25849914550781,13.450142283907567,67.74467841887477,143.35218216747813,51.711716232610165,69.32013042372996,90.9558243201247,51.74218432952134,1.5268714014924816,15.043999671936035,124.35623311017699,59.96715639262896,99.5999984741211,38.029998779296875,13.331224327278047,66.85340892543381,142.06913322916785,51.35124732984376,68.55259029091606,90.19682844084441,51.35658372713025,1.4929954725556533,14.81933307647705,122.98940096039267,59.41427750133562,2187.02001953125,48.220001220703125,19.719999313354492,2.6740000247955322,2.1670000553131104,332.0,0.2849999964237213,109.8888168334961,92.46209716796875,21.019454956054688,54.238338470458984,30.96331024169922,28.79323387145996,30.297494888305664,1236.8499755859375,6869.0,2.259000062942505,0.766400933265686,99.90599822998047,1.1298924684524536,1.3044612407684326,427.0,1351.199951171875
2016-08-19,100.31999969482422,37.865501403808594,13.508055686950684,67.93104553222656,142.7659149169922,51.609859466552734,68.18175506591797,90.339111328125,51.670448303222656,1.5283442735671997,15.0,123.6597900390625,59.198516845703125,1587900,46864000,15349000,3823900,1764800,9084900,3745500,3090800,17271000,291560000,24892500,1950200,8615300,100.61000061035156,38.1245002746582,13.518094635064461,68.368579267704,143.02931858292058,51.649043348274624,68.81131377597049,90.4055229028214,51.769090805059776,1.5398817097784276,15.011333465576172,123.84262154688506,59.83230154706522,99.72000122070312,37.84450149536133,13.392226315396721,67.05598424296026,141.98419621105495,51.10833686934152,67.94028265536512,89.570633501164,51.293817028001854,1.5170522972887572,14.835332870483398,122.94590626380445,59.19177297771279,2183.8701171875,48.52000045776367,19.301000595092773,2.5840001106262207,2.1665000915527344,334.25,0.2930000126361847,109.31359100341797,92.14900970458984,21.09720802307129,54.075950622558594,30.79133415222168,28.578998565673828,30.129446029663086,1236.77001953125,6859.0,2.2850000858306885,0.7678722143173218,100.11199951171875,1.1349449157714844,1.3166556358337402,427.0,1340.4000244140625
