Date,price_TSLA,vol8_TSLA,vol12_TSLA,vol24_TSLA,vol30_TSLA,macd_TSLA,log_ret_TSLA,log_ret_norm5_TSLA,sma8_TSLA,sma12_TSLA,sma24_TSLA,sma30_TSLA,ema8_TSLA,ema12_TSLA,ema24_TSLA,ema30_TSLA,volume_zscore8_TSLA,volume_zscore12_TSLA,volume_zscore24_TSLA,volume_zscore30_TSLA,^N225,HG=F,ZC=F,TLT,^GSPC,AUDUSD=X,CL=F,SHY,BRL=X,^VIX,NG=F,^FVX,UUP,SI=F,TIP,^IRX,IEF,HYG,day_of_week,month
2021-12-22,0.06942764809165144,-0.06879010660513044,-0.15362540959188387,-0.19443522806933475,-0.2140817501621981,0.004540548005332986,0.9992799321130302,0.7924554350126813,-0.22457537192291768,-0.2302110161278692,-0.22039660808016037,-0.22437064945920188,-0.1860161158169763,-0.20917509330931025,-0.22295602167167988,-0.22165445452501073,0.07805102455603541,0.1905441358440181,0.2557635718339898,0.26844245781088916,0.10691654115592274,0.06995093462703082,0.01682079164758708,-0.22062673467880958,0.3837698176854333,0.0024922014506032404,0.053945130255914193,-0.25996630406115895,0.09860565725859333,-0.34557099974135524,0.10493271437436187,0.29361400975840074,0.06178835386009316,0.106837455588147,-0.1793605545723931,0.07125315623338153,-0.26644663346915504,0.1817250474059523,-0.09109128202173702,-0.22316066281546654
2021-12-23,0.08158224013633632,-0.050563307970453185,-0.13388914896633114,-0.17991767631770267,-0.20249665178621454,-0.028280159218078284,0.9993004785222924,0.7922093811653252,-0.22984705158714713,-0.23125711661240816,-0.20556903369945498,-0.20507533496733973,-0.18664718951234963,-0.20767550621687955,-0.21171721636304455,-0.2063912291606613,0.09600407549346886,0.2111704490298841,0.27061336353328364,0.280663560476016,0.1239409452217476,0.067073060748485,0.023945784313377808,-0.23683534309171678,0.38922227944250226,0.04301606566347807,0.06505855849672523,-0.25756315825584725,0.051706875767946754,-0.348331737946547,0.07793662781015807,0.2960195105340676,0.05622852351558534,0.11928307377474758,-0.19422461521731285,0.0503363158832084,-0.2746637786822293,0.19954466837865914,-0.07332824851827484,-0.19595150166031355
2021-12-27,0.07898744132533218,-0.05223735185135272,-0.1341032829442418,-0.1856286271889522,-0.208637745581913,-0.040235486941636235,0.9993037792694955,0.788413176678542,-0.24519877659481978,-0.24585635614003398,-0.2124181679798246,-0.2096018867094291,-0.19934384948114314,-0.22048045244299036,-0.220788155350666,-0.21351944007433762,0.0880415518715282,0.2056973790901786,0.26742824165988366,0.2769305945749771,0.11969141484199594,0.06642989054803718,0.02987813152548519,-0.23552619998656804,0.39247842123769455,0.037435138174329606,0.0724443576759531,-0.25765828849740047,0.051797896131451304,-0.3479526885963683,0.10086523557607585,0.29407418957088116,0.053438665648053635,0.13263224613673982,-0.18470993668367874,0.03096398353010438,-0.27227768653043527,0.19935091877623556,-0.0794755779774085,-0.205243864201323
2021-12-28,0.0722246367715179,-0.05981121994625394,-0.14091781964825736,-0.1951971810071568,-0.2180468625172662,-0.03654308089188204,0.9993045281835341,0.7775845932166761,-0.25620093179856757,-0.25697341363404363,-0.22347555078006692,-0.22088884443562706,-0.21114968399795103,-0.23278103088977659,-0.23347270820132435,-0.22611789654012027,0.09143082785001096,0.20788495861986891,0.2688745542954927,0.2786776080975209,0.11041282068656869,0.07562994100194238,0.039268309275823074,-0.2316728638810371,0.4007154510186293,0.041469154206028,0.07276486409535288,-0.2573932914713263,0.057912435238298636,-0.3520583234663501,0.09878925854653609,0.2959946252343512,0.050422112642691794,0.13745259755213077,-0.18182978038356107,0.025797984322418033,-0.2713178809737921,0.20350828580184388,-0.07304622247538974,-0.2146195309628591
2021-12-29,0.07315637921336426,-0.06028785911682013,-0.14295699921523466,-0.19916239186415927,-0.22193047749063036,-0.033102743310450274,0.9993047683871614,0.7803491812704425,-0.26180872949344786,-0.2624045380329759,-0.22839106339818097,-0.22580433232389713,-0.21678738680189602,-0.23891439451656332,-0.2396427789426584,-0.23205705722839587,0.09506787952659872,0.21265957774956948,0.27758292910525806,0.2881790238360212,0.1137366376436299,0.07647775654392519,0.03974016033471577,-0.22493943177686593,0.411587530072418,0.04130495831193004,0.07145587253959099,-0.2574677205324038,0.060529737656245385,-0.353191494117162,0.09881324195975044,0.29146249603853014,0.05452185761436587,0.1394505830375733,-0.18234823925880647,0.028546007626761974,-0.2623295065017999,0.20885627837233867,-0.07331593290326802,-0.21807554236004809
2021-12-30,0.06486362463171333,-0.06791650241839894,-0.14977428331078096,-0.21171940695180977,-0.23438687746657794,-0.027888946699799317,0.9993084756378,0.7807378633709873,-0.27634860170285985,-0.2759239897509891,-0.24248700548523938,-0.2410494667568504,-0.2325877895174428,-0.2550612435478665,-0.25655712840676304,-0.24917998357027613,0.10283419867274088,0.22077089083691,0.2841765090284778,0.2949933527968519,0.11438439343414052,0.0770446994118992,0.05073372069776415,-0.23550303728017802,0.4213989840342362,0.036109981857718375,0.07165610737949492,-0.26389235254381804,0.05336667326276343,-0.3579957513609626,0.12334857153007815,0.2982941174137842,0.05282181439344428,0.13388166485434944,-0.19151310210735142,0.05651389233513893,-0.27186435380920315,0.20967664971608288,-0.08197085835148697,-0.23272419383711193
2021-12-31,0.06156656476752439,-0.0715356184566511,-0.1565807749588368,-0.22132887212398566,-0.24398334445281017,-0.02288843392418233,0.9993116269570106,0.7833390732829396,-0.28940306460708903,-0.28719698744978,-0.2536679426140168,-0.2531346682476709,-0.24567936168754448,-0.2686347565918968,-0.2706128016618928,-0.263277265307192,0.11133413811025768,0.2283125337215556,0.2906957445012769,0.30103326603286806,0.09961378017283945,0.0678394618860585,0.054161887789808114,-0.2359665531607515,0.424367189697781,0.03797012854074712,0.0773751805512672,-0.26320387843558113,0.07158801067723049,-0.35699391552236415,0.11432571376213492,0.3001645581626928,0.06358582305007333,0.1258209660706088,-0.18729045632260596,0.04138057304726987,-0.2686573189454443,0.21013016840692286,-0.09174247998818547,-0.24413467627514748
2022-01-03,0.1404258878102198,0.005472767882227387,-0.07560266946661078,-0.14959785173085677,-0.17666487351623023,-0.038505037831122364,0.9991901664602673,0.8043377778093331,-0.23402048282875595,-0.2526382390308682,-0.2100838897805746,-0.19490450524882932,-0.1921915045911475,-0.21850041423178643,-0.2137603992407805,-0.20110576227453866,0.1760809627644002,0.28100406244188864,0.3451573327096756,0.3440341244999498,0.08586927440221163,0.025467476832790274,0.010583302902441062,-0.333683660909233,0.41808595360762996,0.06208556263844014,0.09250087782089579,-0.31592800165614626,0.06250170519252858,-0.34628148518953106,0.13323475689436076,0.357293600965357,0.1426269046605622,0.0331417036130049,-0.2608853952100449,0.19734296479669947,-0.35326577737341497,0.18223302800298832,-0.15531344015262358,-0.45148407351233866
2022-01-04,0.10750803252464972,-0.03732345613542625,-0.1113091445496345,-0.18457017087615088,-0.21026400104242515,-0.036842310963554496,0.9992074717961335,0.8134563126728537,-0.2687344220177107,-0.2803125467174002,-0.2351066965846949,-0.22332865907045021,-0.22788049701253263,-0.2529172170215827,-0.24768334580475576,-0.2354791123522347,0.14596348124294697,0.2502030953632863,0.30877651383270477,0.31302692181436537,0.0953590503949097,0.01441592526721319,-0.047551936493229315,-0.3278901146370488,0.41635862874696783,0.1033305554008696,0.08635013635106653,-0.33242302027483595,0.02236989148411251,-0.34928256658947016,0.13767043665601308,0.3575924058469612,0.13679519901580664,0.019980024638222252,-0.23127017430677974,0.13615437763052798,-0.3520284253127412,0.1915173781028677,-0.1331874356256094,-0.24979440152996044
2022-01-05,0.10022067432023408,-0.07368687621701361,-0.1436566777678025,-0.21028406591486526,-0.23432446307133886,-0.030038268501339952,0.9992318426421574,0.8172107995352749,-0.2908888315243739,-0.2958627641680091,-0.24674799416255774,-0.23961368299515068,-0.24955201598591686,-0.2736759972734042,-0.26889842067899267,-0.2577661756963771,0.1349635892184064,0.24153813199793042,0.29947330669593725,0.3040810446158215,0.09378834406116184,0.03548533905210918,-0.019160381312355743,-0.30910225522140516,0.44811521081260663,0.07450435279922323,0.07474318193266466,-0.28177922707362396,0.025658042150433887,-0.3743395743833575,0.11271556497689636,0.33004162754687216,0.1442444197891845,0.012930291274763485,-0.1608050430606086,0.13007771142848812,-0.31978397944103953,0.2405337957812166,-0.13371249347146735,-0.11152604683970324
2022-01-06,0.11189009993146086,-0.08189972161096269,-0.15136693150506794,-0.21750185473604722,-0.24142400124764388,-0.024529687381387198,0.9992384625800953,0.8208523856560731,-0.29902567438696376,-0.30266057849662115,-0.24918573448859557,-0.24361929527483248,-0.25639834075771345,-0.28129653669544585,-0.2763441949327315,-0.2651119088468915,0.1244392140605092,0.23187634885956737,0.2883663717150585,0.29196410901274644,0.11949753324000502,0.04748644816069618,-0.011561382753302742,-0.32496746528508264,0.45180584248492356,0.07375377405568624,0.06564943936301043,-0.27322714990203795,0.018180357220043238,-0.3717277375789649,0.11261511368785455,0.3215916385171088,0.1413538356148506,0.041778535811319316,-0.14794380055962075,0.1288644310506025,-0.32063904595500436,0.2378271513909296,-0.1381620510296074,-0.059479011346861
2022-01-07,0.12036445726221301,-0.10733139522714373,-0.1753213220942303,-0.23636172955325244,-0.2621149782654487,-0.01665675080188772,0.9992532932801116,0.8202490387710902,-0.3185680709681932,-0.32174439489538226,-0.2606261948734549,-0.256954087481121,-0.27408386270530133,-0.3005479207973686,-0.29591590890902086,-0.28472741767237575,0.11959646293898187,0.22785379706387215,0.281848909808073,0.28481654675273665,0.11965626742969367,0.03490737610697447,-0.013905755054173794,-0.3135638503255768,0.45646466154299725,0.09544848656235923,0.06936938129574292,-0.2688039411718735,0.025646745160385342,-0.3620766597537681,0.10150558117556623,0.31448619579250336,0.16627198479550168,0.031444233003883236,-0.1448242748782079,0.13197443340143775,-0.30596067099362123,0.24907158347612174,-0.1568785901219003,-0.0035637875843111235
2022-01-10,0.13053911210765343,-0.08951408582000502,-0.1683992521609502,-0.232761766666793,-0.25976251782715726,-0.021148598363508617,0.9992590719676474,0.8135938243124784,-0.3236126012906338,-0.3251334337466279,-0.26329200916744744,-0.2561133944428977,-0.28077852531714137,-0.30782334652595467,-0.2987653797925639,-0.2847451821174531,0.12749322800871485,0.23771299386488073,0.2929707097956879,0.29542930307943027,0.11078402048767858,0.024066953356349494,-0.02643154339116556,-0.3109392756313865,0.46222146866523856,0.09971161469096414,0.0655785983885364,-0.2737515171500836,0.016612917681920115,-0.3597382982988172,0.10879090487210578,0.32046396831467033,0.17098822527126883,0.032014113460256066,-0.14158320297929633,0.1329275384933348,-0.30718797408014653,0.2561953175308469,-0.16889582557504362,-0.031371000449936806
2022-01-11,0.15923100306590096,-0.0689326431418823,-0.15193582799207694,-0.21964946251764975,-0.24818014269388539,-0.018471791915914946,0.9992532773443885,0.816694733041998,-0.31643746591273497,-0.3175560105339028,-0.25307786033250146,-0.24528388772059592,-0.27211766016441036,-0.30079297067003646,-0.2899178860702946,-0.2744694952628887,0.12064853265582016,0.23659509274421514,0.2943872568732638,0.2964442170429429,0.09771886514817442,0.00858811865571786,-0.03961110216072293,-0.3058624935031187,0.4553294357430806,0.09249320689276311,0.06094536482386308,-0.26792719260554276,0.01730163211323885,-0.3566664193485807,0.11795339863413472,0.3117569482025803,0.1729028268913282,0.03525606454990429,-0.1325390559863053,0.1357977128183777,-0.29885643898239284,0.25800327553901564,-0.18606477545379768,-0.030070659193346897
2022-01-12,0.19438185174079495,-0.023994162957401574,-0.11949056625951497,-0.1909471020889427,-0.22141800769699316,-0.02288246442037199,0.9992570878380366,0.8184631119369855,-0.2974838855399923,-0.29802717133920315,-0.23531796960145365,-0.22520948973191884,-0.25332931532565645,-0.283010575468351,-0.2680418746462478,-0.24986467504000015,0.10132345488280543,0.23165178778805054,0.29121565367067814,0.29333744664320716,0.11865677668989072,0.03846017993497673,-0.05644683442850195,-0.3151793280940489,0.45451738348121606,0.09945547880498676,0.06832922838763682,-0.2645079613200247,0.00463788994282627,-0.360998599048024,0.16293904332365866,0.30019578229732313,0.14290570693466353,0.05150953462224284,-0.14637507208800266,0.1265992131015215,-0.2941198265562406,0.26568538156903043,-0.17360038854376764,-0.06140565002742351
2022-01-13,0.19815687448368885,-0.028721424907793027,-0.1695788204070761,-0.23461716015240444,-0.2688977160847805,-0.00677871193977366,0.9992756643465492,0.832565746021137,-0.3298595314371235,-0.3365441346310874,-0.2602738463200405,-0.2505746976881612,-0.2861004763014732,-0.32199562121996606,-0.30980291665833437,-0.2915244796095236,0.07186004139462879,0.20229293241675078,0.25792408417768226,0.25921184610531534,0.14036921987518697,0.04803919910291069,-0.007208423849116243,-0.34066021777403743,0.4845285980169612,0.03992357411750316,0.07436626499795031,-0.2778588897728132,0.02634523078707348,-0.3871999573279578,0.2132040714225621,0.3011235590539462,0.14166061934300822,0.06198598183773586,-0.1487685378632768,0.13733089496430664,-0.31423806306232127,0.29007157567106956,-0.1928000269109848,0.00608659303466205
2022-01-14,0.20509475527997467,-0.033454003593879365,-0.17526903144249528,-0.24821641429386984,-0.28647087239263697,-0.010023859187722637,0.9992770698876151,0.8356918620877515,-0.35359155636235506,-0.35916168823994804,-0.27538167064621133,-0.26226736743836826,-0.3103873474585987,-0.35047384761881994,-0.3321624450442021,-0.30907600148094455,0.06535233634864508,0.200471812609375,0.256861040327965,0.25873195939239163,0.13373220120266363,0.03857638581813061,-0.0003844768376275478,-0.34334743762421,0.4851509004277014,0.042597820449477734,0.07816049133452338,-0.2799862445256362,0.027308891735813936,-0.38908697895266897,0.21347757474441573,0.3033551216034425,0.14427333050697416,0.06115994152591742,-0.15275608407390173,0.13813207159053312,-0.31495245628592117,0.2883365957172483,-0.18226096154493154,-0.005172197206330266
2022-01-18,0.24174516873883192,-0.0024976492666554154,-0.16446740563524898,-0.24018938327495581,-0.28239061777456437,-0.004373621410667159,0.9992749576373512,0.834754299738878,-0.3474538176765358,-0.357424125307556,-0.2654154337823127,-0.2518969891684027,-0.30299739731919484,-0.3496455846786616,-0.33056622582638695,-0.3052006959328805,0.05619015434041751,0.19044694024527153,0.24929861083633628,0.2505016977481009,0.1502870212174094,0.07120516241455603,0.011112841113603143,-0.32638911762200173,0.48263564809104115,0.04488967905634694,0.07934454953057543,-0.24546112983313578,0.02610565567951106,-0.39050472456902136,0.2146086475450397,0.27855224590211464,0.12286219526303374,0.05373151611373351,-0.148653809721519,0.1371080515199289,-0.28689108817549375,0.3057871580234912,-0.1845791950302905,0.010905504701020455
2022-01-19,0.272770020510061,0.020206579140556707,-0.17829650696753208,-0.2607753114541551,-0.30705190840235164,0.006370564630584193,0.9992854045824194,0.8352761272555584,-0.35247918166178527,-0.3728738558838098,-0.27007659148462965,-0.25493935438607207,-0.30793437937349927,-0.3668274405662259,-0.3498049483847599,-0.3212452575068556,0.05788039028005162,0.19579227908438662,0.24895581181407897,0.24853167682826224,0.17274226600533985,0.05561448754953637,-0.012469509188706759,-0.3420742885366007,0.4909563190829254,0.05856532233584953,0.0675262361707185,-0.253589098543034,0.006300059433760871,-0.3935677251502272,0.22298612016539837,0.28615328418884184,0.13508875317743424,0.020906208779035252,-0.14502601927131742,0.11984931387888051,-0.2981045774138103,0.31363951716315586,-0.19547715870650603,0.03682384743778962
2022-01-20,0.319971194987214,0.027829374511685157,-0.14561682925109287,-0.18147483242157048,-0.22609274017774472,-0.014319896216176242,0.9993435767623643,0.8219235171179442,-0.2608332944638873,-0.2710237622184955,-0.1609323614374659,-0.15305886326798787,-0.20255210002266943,-0.25315958160249785,-0.2302137166499496,-0.20358314782964343,-0.06483052412362666,0.061080099615233766,0.09510538989970074,0.0851921119955986,0.21096781537512,0.03833276927245787,-0.003866681748159932,-0.359068644399592,0.4956621267372027,0.04941936290740383,0.0741845207444215,-0.3146288538769655,0.012793423671706243,-0.4090793810189311,0.13482265049290598,0.34898639545929266,0.12745476055138022,0.004014696013573543,-0.19341210641061818,0.1379594241682094,-0.33656147574352807,0.30621267081146397,-0.14143036023783473,0.029784182722459165
2022-01-21,0.34202719340867277,0.04075238310197798,-0.12457842788054298,-0.20889331014034376,-0.2574284967830423,0.009641843344517386,0.999361982415117,0.8293083795192818,-0.2648750121455541,-0.2914840853643559,-0.18362590882876262,-0.1717260922930562,-0.1972225836729734,-0.270340152206277,-0.26928594511743414,-0.24104445802653082,-0.09991688328427882,0.023246462868213514,0.07682386113758127,0.06476849344840499,0.23031892325362976,0.055541341283550226,-0.01364602754910301,-0.3742791053284592,0.5144211877522175,0.048343232528291515,0.08977933559691385,-0.3335310585325807,0.01522689916752514,-0.42130969814742186,0.11020273464168386,0.3645521491435329,0.14292316621686077,0.021850411657629944,-0.2214718579578285,0.14560052355539768,-0.3554978206072414,0.30097200524506507,-0.16912124639237186,0.06648528051744158
2022-01-24,0.34623048351533475,0.04411544891202269,-0.1095940451206393,-0.20389676318917627,-0.2545760282344067,0.009584264873990595,0.9993605212873669,0.8283924413483821,-0.2515623179740172,-0.2860883811483825,-0.17517051910574935,-0.16166828793312454,-0.1773512489015375,-0.260594966371346,-0.2738093108548754,-0.24138978446016537,-0.11075250655799537,0.0001830824798305356,0.0448374916868065,0.030910945144855054,0.22846489984501864,0.0765176101958864,-0.03324543289237211,-0.3926408958147567,0.517011527830264,0.046772289052615115,0.10126448016234398,-0.33540534189010457,0.009142347667743262,-0.42673597453632667,0.10149452773146109,0.3781860839654179,0.1397542304922832,0.026831745862515348,-0.23872788266079584,0.14866925771484313,-0.3715440253247939,0.3045085094347306,-0.15842327139496892,0.07260977534804873
2022-01-25,0.34408282479396307,0.048567042125057844,-0.0899319704965209,-0.17948551501989476,-0.2312303444519176,-0.0015181124899745855,0.9993493358236379,0.8284029935381749,-0.22146628105927857,-0.2562179690455472,-0.1408782980636291,-0.12755366722579145,-0.14415740734098925,-0.2236033697063162,-0.24723403783307044,-0.21213714443913873,-0.10554552857331824,0.0012195127118332873,0.041980458640780406,0.026842064792050334,0.24475989057204764,0.06240276839147165,-0.04357529828174357,-0.3905355439162454,0.5078441993822561,0.05280801826847148,0.09619671724398425,-0.33997404270711534,0.01491653188385104,-0.4249485893200787,0.12058961719985359,0.3649347551160992,0.17021652404880294,0.028573822193901484,-0.2125458250391694,0.151766628203049,-0.3647617693490454,0.2965989289571677,-0.1675264049751164,0.07461676228942417
2022-01-26,0.3167375594446345,0.03417377354230534,-0.08715689611044818,-0.14640477745485447,-0.2018162761402035,-0.03284086690392373,0.999342709362328,0.8332622121914132,-0.21643714929248473,-0.24220366915184405,-0.10412741555527515,-0.09342749927048401,-0.14332260206459388,-0.2113953633598689,-0.228148833574904,-0.18322213867676534,-0.09622512219206299,0.007490441182855774,0.045226359774698625,0.02970481393641125,0.23882716262861114,0.08514323185240966,-0.046379418077576576,-0.40339223820058717,0.5053331501697155,0.042073854774863965,0.09829338789647175,-0.3521855720958295,-0.02286034768660278,-0.4217241944126926,0.14665184707866658,0.37447536943816484,0.15686329371319244,0.03295543687704023,-0.2149124382027452,0.151589906557197,-0.37509750764573435,0.298556446710079,-0.19198365262181666,0.05486453562949524
2022-01-27,0.3543514223648704,0.03390001459768766,-0.06569248320612943,-0.12127151783011572,-0.1725345071220242,-0.02406951568943954,0.999248389089981,0.8302387131630317,-0.10070553755851783,-0.10381030574824424,0.013778137552659499,0.02036906184942215,-0.02608459235734242,-0.05259436542661418,-0.04472506222400537,-0.03288942452920178,-0.1905619087660246,-0.12237386755003543,-0.12808141288466593,-0.15707965487007472,0.26037953266476466,0.12965242911546773,-0.08422061692749334,-0.4413811983242084,0.5040770203530709,0.08190735721253177,0.10518412196730906,-0.2920015337608724,-0.010069960968170977,-0.38452412595244934,-0.13685591825876883,0.36404490833890624,0.08984763199013399,0.13761479076021607,-0.22608792987647447,0.18647442395362426,-0.4118854664533295,0.3545909246064779,-0.17412893907598062,0.1013500805498402
2022-01-28,0.3339389170578327,0.044579156969674724,-0.06531258870261615,-0.13703473123736837,-0.19344586277878556,-0.02166408150243194,0.9992493069906759,0.8349234252090052,-0.11759681112783806,-0.13339513216808122,-0.023519706202063364,-0.0133715607291839,-0.046334326098149095,-0.08162289566738679,-0.10646107422717413,-0.08852449870132173,-0.1808409413237297,-0.10468048745745226,-0.09998917877502354,-0.12595830431651914,0.26935956786637844,0.10621653254447565,-0.08009156052789144,-0.43698651299526636,0.5075010831864443,0.060159005093401524,0.10479816057069445,-0.2744927850353986,-0.005294637884664867,-0.3950560909028638,-0.1493952731655371,0.348555132727687,0.09221727186153164,0.1167005487877587,-0.20510488876355454,0.18502780294642832,-0.3995303497060454,0.3725776151833323,-0.1647521415639293,0.09042475430053004
2022-01-31,0.24341917737691968,0.11487114195617167,-0.0031996905864846987,-0.022458255396452256,-0.05256831620110295,-0.11951393009606928,0.9992150283464846,0.8387615193813102,-0.21197908430951798,-0.20390743320330615,-0.00226518916033102,0.014930702902290352,-0.1524220743774614,-0.1779467194349459,-0.15509436728349793,-0.09662644566712508,-0.1753523672625184,-0.09371489246887248,-0.08066908136697776,-0.10445671132183587,0.284728449616956,0.12216265677144152,-0.11881816420010739,-0.42484027988426876,0.5387670930321653,0.05271347462772433,0.14298639615373765,-0.25176274057916764,-0.03558401809853931,-0.4090732913636622,-0.12250111441320964,0.3130456388353118,0.01814744070611641,0.13259334188562757,-0.1578474648961941,0.17137438639470812,-0.3705589201207783,0.3538077700804044,-0.21285453232964394,0.018328219319591766
2022-02-01,0.2377707861746179,0.11473591495577705,-0.0025763648152895596,-0.009775103527817413,-0.03703291407789795,-0.13838430613866975,0.9992122281422346,0.8427294894854964,-0.21104692810001016,-0.1941076644448113,0.01781023381602267,0.035738474592258845,-0.15608865473604688,-0.17275657420811477,-0.13789895575537972,-0.08110079542871367,-0.16618647173064344,-0.08807315715183543,-0.07842909729349357,-0.1025631863405089,0.28369160176136293,0.11812775090753652,-0.1137399017157539,-0.43521320179958073,0.534711192369831,0.04374404825566382,0.1507312580303468,-0.2659245831609287,-0.021294226101003833,-0.40447323207610464,-0.12282180742701079,0.33298790375792914,0.011344882391165153,0.12434421361149273,-0.16895112664016515,0.18137955421942004,-0.38481017840841253,0.34414396437332306,-0.21697519428924517,0.015506353865759104
2022-02-02,0.25914222895985006,0.09672571670424895,-0.011152294350854373,-0.028556234937831312,-0.06205209099828938,-0.1285305319576137,0.9992178938156411,0.8448737434505498,-0.18537014437682653,-0.1646725852860927,0.02698942713811679,0.04051430931114904,-0.13311629108519354,-0.14446858144678615,-0.11052243801561344,-0.06730157999819746,-0.15506470151351656,-0.0797634788811489,-0.07046893613574051,-0.09498334627612603,0.2652753913700281,0.10989125093321006,-0.09560732858187058,-0.444072327318217,0.5225502053053762,0.025628371528369363,0.15337367423547738,-0.2704506397637932,-0.014103298096075132,-0.40354232563076325,-0.13531861012072433,0.33952108354319566,0.020409243473641654,0.12191759071392848,-0.17251929062157498,0.18708928512775225,-0.3931173413233716,0.3434119054685783,-0.21928848515686858,0.02596944253853024
2022-02-03,0.29603488689453133,0.08705217451646075,-0.008057446833348794,-0.06945357303406975,-0.12448028374716744,-0.08013379954727587,0.9992023134783022,0.8417521117550596,-0.14290091519468362,-0.13010315813651274,-0.004835106655193226,-0.0013065032632788485,-0.09118176509194714,-0.10684545454920426,-0.10563711700053947,-0.08990161200791635,-0.1526901212934715,-0.08225604814011976,-0.06358045928881223,-0.08748586679162149,0.26646688348392406,0.1263673113721547,-0.09804502437711442,-0.4443806195953291,0.5176346889883199,0.023211011067638624,0.15412662048501583,-0.2930068008562388,-0.03295175513043073,-0.4033198810025641,-0.13221437475841893,0.36479650453795004,0.017045824710922756,0.1440556416090088,-0.14679774364503337,0.17524442222294226,-0.4077500548174052,0.3333654854832298,-0.25086525310750424,0.04196804256265089
2022-02-04,0.28718461568962633,0.19517464164553303,0.11517141251536589,-0.036682178029303146,-0.14295065476959853,0.012931677227943101,0.9993328911448378,0.8338923960419374,-0.09533581177974457,-0.10780672370482677,-0.12958075613124126,-0.14698852698791498,-0.05902931273876651,-0.09047556850410216,-0.17562812568730177,-0.21351391779093556,-0.09911921679653814,-0.04276822480431201,0.00502057966047311,-0.007240432954529542,0.26745874265154734,0.11846204284588994,-0.08157876364428034,-0.42598368322916846,0.5417163662545001,0.062354814180515694,0.21851701697404682,-0.28537232826533965,-0.020382605342384674,-0.42371559869710135,-0.19502729646118913,0.34503608925468904,-0.002709936373656932,0.13562199994835913,-0.09450259187654451,0.21639393086650002,-0.3942380225582292,0.35197291837917966,-0.27354683966122295,0.05941012349690743
2022-02-07,0.28503283902902493,0.1550219541267911,0.08886991959533061,-0.040500063973377694,-0.13787427991674614,-0.02207353690823291,0.9993199453350393,0.8309869248133048,-0.11441060526504128,-0.1151550549478531,-0.08491279163815284,-0.09998885351932883,-0.06785661067768094,-0.09324125715734712,-0.14275678614766815,-0.16575794706916272,-0.09932693957951563,-0.040421445774211015,-0.0009877766908424042,-0.017839700018807223,0.2797084710078212,0.13665743827511698,-0.1339139680387706,-0.41039909026173943,0.5621903061586008,0.0862945292247684,0.2502472562198318,-0.2614540120321966,-0.005176010618150795,-0.4331608788269579,-0.185898183810362,0.3223398959069405,-0.054343905636550456,0.10389040502307842,-0.08438818450134342,0.21464024948016333,-0.37623085738506745,0.39082666799868726,-0.26184030750117365,0.053667375057281703
2022-02-08,0.27375677772211593,0.15648778520989365,0.09669940904267711,-0.04111062204328393,-0.12975745661232946,-0.029557938776346264,0.9993221732780664,0.8327908467140762,-0.12488496299683711,-0.12662536826543438,-0.09983887387440468,-0.1159196457076633,-0.07854305900786104,-0.10418884434374531,-0.15295932165923107,-0.1779747419496741,-0.10743738737814383,-0.050073384245038946,-0.011546887177233756,-0.026924411280084087,0.2818081179241664,0.13860895613204796,-0.13762713758622225,-0.41276886762386794,0.5641350405771199,0.094122367629781,0.2419869882136043,-0.2680894333593603,-0.013830893981676808,-0.4374215637172171,-0.18537139168353758,0.32450451061755936,-0.05085004147308257,0.10926080716636692,-0.0853167081782413,0.2212924737589458,-0.38119326464903724,0.38888750552397583,-0.26572468990124914,0.047010915915039767
2022-02-09,0.2687228474316,0.1667596960060132,0.11500316256421002,-0.03857442317978682,-0.13062145834193198,-0.013059014250082594,0.9993153573519596,0.836464670069386,-0.11718884062118143,-0.11852377314132162,-0.11800969935577954,-0.15262922049437358,-0.07605340915289201,-0.10193906458872629,-0.15990343083042202,-0.1951910406163736,-0.11741685398048678,-0.06246378353813716,-0.021138834487466833,-0.03467566167988987,0.2980276657508853,0.15207908049393992,-0.11536409613283354,-0.4163564678934216,0.5731232072058223,0.08680416447858556,0.23849961721834145,-0.2575260257571403,-0.034272685060353796,-0.45079626931408073,-0.19767471193183858,0.325393117327589,-0.05618864402858814,0.11344722287977932,-0.0801281547224228,0.2214771208858481,-0.37384926634181864,0.39104809326943857,-0.25520504798568877,0.05051576188325481
2022-02-10,0.2787458469539064,0.18537558304654997,0.11163992948702084,-0.031953502746592866,-0.14598452988123461,0.012898236944823912,0.9993197001092662,0.837696761291717,-0.08942350405321434,-0.08212197077702849,-0.08983834380087415,-0.14972869758743562,-0.050296080881016995,-0.07221246720619721,-0.1270079897803264,-0.16651518751956715,-0.11751326430860178,-0.056366598781295886,-0.011886743140623416,-0.024364423649621127,0.2967669114846027,0.13789999904958752,-0.10703497139737579,-0.40402371770588347,0.5780407428454033,0.08499877325078346,0.23754898354875303,-0.13659281905495962,-0.019653241219555067,-0.4579851951339189,-0.1922105128974881,0.29652867499049473,-0.050794443774306204,0.10346212477632111,-0.05344946733224141,0.19373902383643116,-0.34377409531163416,0.38685595785604426,-0.27671084022625136,0.0666632657807009
