Date,price_TSLA,vol8_TSLA,vol12_TSLA,vol24_TSLA,vol30_TSLA,macd_TSLA,log_ret_TSLA,log_ret_norm5_TSLA,sma8_TSLA,sma12_TSLA,sma24_TSLA,sma30_TSLA,ema8_TSLA,ema12_TSLA,ema24_TSLA,ema30_TSLA,volume_zscore8_TSLA,volume_zscore12_TSLA,volume_zscore24_TSLA,volume_zscore30_TSLA,^N225,HG=F,ZC=F,TLT,^GSPC,AUDUSD=X,CL=F,SHY,BRL=X,^VIX,NG=F,^FVX,UUP,SI=F,TIP,^IRX,IEF,HYG,day_of_week,month
2021-04-05,0.1758281542796454,0.10306307875650204,0.13985909284957132,0.16186520952690364,0.1838281207785393,0.0496966492951451,0.9989905175765437,0.8706790895695239,-0.10026617965163308,-0.13241803076047653,-0.1927956436564446,-0.2268728240885217,-0.07891505415961156,-0.11423972100212856,-0.19555520599342327,-0.22392508437183087,0.026395267179306004,-0.014049346375494359,-0.06696467284716308,-0.017460731867362765,0.256121182551527,0.07146459964556906,0.07152706435821733,0.1913697523476633,0.604937631301647,-0.2425858062058064,-0.062005931619840166,0.14595683184458305,0.2774609844291101,-0.3986496520574085,0.1186740318501026,-0.32089989778651734,-0.27770009565230486,0.012416362220117499,0.25844977863061386,0.08250881034211147,0.29575239843979617,0.5701912537037908,-0.13427669758046074,0.014891620297662124
2021-04-06,0.15897386866273283,0.13247187285035997,0.15900022581344098,0.1819744374522219,0.20738423464836206,0.01730699010427861,0.9989337729907172,0.8556376104413167,-0.09068927007034924,-0.11336433777155584,-0.1560174676979475,-0.17936667980169596,-0.07346218844956375,-0.09978549268191735,-0.15508399883936144,-0.1726644088684155,-0.0078915659078592,-0.04386894724133831,-0.06939439956459467,-0.018640185514878945,0.22912358195264645,0.05436419740814369,0.08004029291304897,0.21991283816337268,0.5892239518636478,-0.2802506570817225,-0.0646585461429293,0.12759647771896862,0.27349566928026503,-0.3840159516716676,0.11516011241585197,-0.3435251340831114,-0.3322466936921862,0.0031603151365691157,0.2684309629993404,0.08317156493851773,0.3229927018803998,0.5631326423099501,-0.1585337295586954,0.05669968201056668
2021-04-07,0.12903798249043402,0.1632779659721436,0.19764448691550499,0.18814334374682726,0.21503607827418125,-0.020761544091937156,0.998882016940812,0.8498622264432213,-0.07826141268127575,-0.08706067126376299,-0.10564378133411284,-0.11503304001903562,-0.0689102671727957,-0.082411372294108,-0.10502087558440333,-0.10890977170689463,-0.06003494764936736,-0.10481125820472152,-0.08032450455921604,-0.031184634184604418,0.1870571544709994,0.08042106014941032,0.07258063839521661,0.23639105179829029,0.5907354627876578,-0.26343333057229945,-0.10046648189396516,0.1368272646906604,0.25186556801837967,-0.3780242483837343,0.11782787854920075,-0.36896935644058726,-0.3528748479378752,0.12197868728265557,0.3071070656462621,0.09693476129245256,0.3511276143586816,0.5667212638146422,-0.2094330530484925,0.07999359433881371
2021-04-08,0.1476328748053631,0.17044969838085758,0.19021759637368157,0.19780651815320355,0.22049933715445416,0.019120021142270398,0.998891576384477,0.8426042311531335,-0.0830245794324557,-0.10661779355109087,-0.15069800586721904,-0.1775595771067702,-0.069165289647294,-0.09389811985347077,-0.14895872860978218,-0.17088245484135123,-0.04529631767243246,-0.08205281906547829,-0.08382796433555526,-0.03261802512409227,0.18994303206872878,0.030668108544861163,0.07038273970797039,0.24783864940984407,0.5864308350826423,-0.30721519345047105,-0.1073722779602577,0.1377441282827755,0.2591563330733,-0.36150210381902653,0.13848649175824448,-0.36771324908191716,-0.3275378020532024,0.1609054600880543,0.3028207561833891,0.08273596116715101,0.3540467365560645,0.5438370220031248,-0.25387003731380486,0.054773128987071956
2021-04-09,0.12959405267907415,0.16672582594144975,0.19621897736997493,0.19933426882853694,0.22260879653663043,-0.011344250457615291,0.9988694583721038,0.8444065317130832,-0.08879840562226769,-0.10190704023705387,-0.12897708226868362,-0.14625808868768683,-0.07705334886500097,-0.09449256457950936,-0.1296022669921265,-0.14224495523912475,-0.037760944442713766,-0.08437951672420818,-0.07779190334727788,-0.027324285026105743,0.1932422711097669,0.02252566735292184,0.023271949198876617,0.2497597748177253,0.5906565503373791,-0.30800844115600673,-0.12089283488881038,0.1408380201958244,0.24521062520163156,-0.3599640813454269,0.1377606012261555,-0.3721172859366571,-0.30763189291468035,0.15948498831736252,0.299510151754902,0.08583480219477573,0.3563546997103582,0.5443657479758848,-0.24286076276193402,0.07814601042362365
2021-04-12,0.11973312228587073,0.15334615613994343,0.1809858594355002,0.2069973462009687,0.23488012061923422,-0.020549135862438818,0.9988839474515515,0.8461386052552996,-0.10206046011699282,-0.11708718017689514,-0.14407501009627358,-0.16433127035176212,-0.09139528574684133,-0.10952512244002563,-0.14534299975479656,-0.15770088419181957,-0.03377420428126069,-0.08473494966255948,-0.08335878863450404,-0.033174517445034774,0.17943159918206794,0.01536436446356951,0.006786604851942807,0.2494667070074839,0.5838893763150567,-0.3242842996518653,-0.11643330312622988,0.1300065305490472,0.28298826138186645,-0.3550156809089803,0.14484053234187927,-0.36607270364224176,-0.3132879669831225,0.14583367909024558,0.29775704869584707,0.14326879315116478,0.3542977504875519,0.5348964078095937,-0.259127164150746,0.10846011361643516
2021-04-13,0.13076203192858932,0.1420501775231756,0.16187492393569952,0.1747738330076065,0.25776163752750914,-0.012918407349853746,0.9989544930980501,0.8542930945510897,-0.11632030096560032,-0.14149487201036204,-0.18000690111428103,-0.2118015389400756,-0.10462846644542939,-0.12936124008656805,-0.1782160569364171,-0.19495845771772552,0.022276935781568016,-0.02050330070823949,-0.03974028360867418,-0.01818146475634295,0.19281096679799367,0.02049617099158287,0.043287374855466354,0.2704268715092043,0.570687661673867,-0.31404714902665637,-0.10345219972038427,0.1614078529286287,0.29283677089571,-0.3471903651119189,0.16188622638528405,-0.3866310801360402,-0.33994400144411674,0.1715661164754236,0.3209112702556619,0.1716913277878084,0.38068046400853994,0.5227991084661505,-0.2723649978275579,0.15361992739786362
2021-04-14,0.14017995650405293,0.147039734516155,0.16640330107661483,0.17935563896002535,0.23811721828475912,-0.00023673388184726823,0.9989616207187684,0.8555716221504573,-0.10144232335147117,-0.12499956274132208,-0.16485003885485494,-0.19411823325716349,-0.09081481737853364,-0.11402653511330697,-0.1620955703383937,-0.18160451979863773,-0.005583063695287162,-0.049844251757069344,-0.06960212210686571,-0.03051970630083104,0.1936150343916734,-0.009130421287433247,0.02135009087571343,0.27753461316051964,0.571617192098744,-0.31464045540567337,-0.13631284166832625,0.16362885866387242,0.2897964511204066,-0.3454249517460352,0.16931894276173345,-0.4016732791960675,-0.32695994801413614,0.16008492402673372,0.3220957709687243,0.1715361041008746,0.39187722245298734,0.5201812981725304,-0.26440669192063126,0.11691562370071157
2021-04-15,0.13141298032645582,0.14196580615888307,0.16482981776009456,0.1807382133724094,0.2442531260182177,-0.01636133912801868,0.9989587543085643,0.8540794815648155,-0.11444082714195096,-0.13393170119045447,-0.16502694982458457,-0.1910052461092048,-0.10189616880432402,-0.12336298293644408,-0.1647185682018659,-0.18048544689367618,0.0031693163195710304,-0.04163676550361731,-0.06779801270979474,-0.027444827862527874,0.1918104641530761,-0.008083793461263658,0.02565956166036893,0.27273395822916935,0.5681459353403028,-0.2952755431267402,-0.13947489235740482,0.15810021734813617,0.2762987836953681,-0.343759603965808,0.20010443822755594,-0.3975979104110707,-0.3221536955441057,0.1567463962154346,0.31750856551304907,0.16888871840673317,0.38497554532088296,0.5151121399320563,-0.2558086876958151,0.1382073531368142
2021-04-16,0.12934447073939842,0.14113697436616512,0.16413127414914772,0.18141643503271115,0.24565538136026266,-0.02279445928952075,0.9989592010437182,0.8534890047599031,-0.12012533862361684,-0.13775762898498786,-0.16404199498165375,-0.18824925190443986,-0.10667694239837139,-0.12721767073476004,-0.16508937262022738,-0.17929782343048198,0.00562005659959913,-0.039207521355807386,-0.06682730497604303,-0.026060674276436102,0.19322316230025655,-0.008998419170975562,0.026832613282855758,0.2704353045592486,0.5721001572190599,-0.296275920828961,-0.1399170611240718,0.1588528758294649,0.2739001381797618,-0.34312550833639033,0.20073772825750796,-0.39629636748720776,-0.32171671691290804,0.1553870974422174,0.31668167805585107,0.16805994206324604,0.38276571978250096,0.5120167835002472,-0.2501939519007906,0.14600991604099403
2021-04-19,0.13551030985402962,0.140929411250349,0.168027322737599,0.18738563907022812,0.23515726167790296,-0.024777243604697546,0.9989706301516464,0.8548452924871016,-0.11621232327120631,-0.13102022924138382,-0.14964015648710619,-0.1713786806124995,-0.10234775916198986,-0.12064341268246782,-0.15321653414855466,-0.1662699334736059,-0.005115674267116572,-0.05129207021381505,-0.07669975884934711,-0.031635746858046536,0.19462598523167327,-0.019377012299263124,0.02079131957626298,0.270916316629932,0.57555149597635,-0.2847615584165429,-0.14014196437796375,0.16287503923260194,0.2790852494183932,-0.3476617758859608,0.18846175890913425,-0.3953783574978088,-0.2995236067394578,0.16002030295012015,0.32275027617369034,0.13984383601509148,0.3824362108597332,0.5149446087443624,-0.22745013834918645,0.12571336657187046
2021-04-20,0.13547889618969033,0.14351580892776572,0.16650887544319232,0.18550143979707004,0.2377033555922214,-0.027160828880898137,0.99897031959372,0.8511625160539524,-0.1202483734741451,-0.13506055607408038,-0.15145029120431167,-0.17250862840811176,-0.1061291409408292,-0.12432186187202551,-0.15556738153393784,-0.16784421127155102,-0.0031766503664260055,-0.049194843228882935,-0.07547767063844134,-0.03076323696132368,0.1867043568766023,-0.0202432870816875,0.02961268345946858,0.2716680266813312,0.571236022602895,-0.2790381070258725,-0.14127540153815546,0.16421415466532824,0.2765462116172755,-0.34469971109460895,0.1889299293117393,-0.39580075304767853,-0.29928078216506276,0.1609671446199316,0.32414135561996116,0.13981822033793795,0.38242188502159047,0.514417045587595,-0.2344799156098188,0.13417310835214702
2021-04-21,0.11261859189335265,0.163382024313497,0.1589653922162585,0.18462678301857816,0.2365509943871287,-0.05495124059301841,0.9989659509005663,0.8514452268213945,-0.14559325453180094,-0.16235696352259893,-0.16764761035046513,-0.18325082736478662,-0.13287024602794453,-0.14988508958521984,-0.17506450419769717,-0.18272458483927245,-0.035320928734021734,-0.0527839798956704,-0.07857920913520257,-0.034275216424569176,0.15446439537255724,-0.008896781055754763,0.03459735111666958,0.2590877153554025,0.5767555784401444,-0.2773155986552772,-0.1563091506305141,0.1680620398043742,0.26012506999111845,-0.36053921646324116,0.15490490746010985,-0.3840032209529405,-0.3100755690998783,0.17711660760662787,0.3183099127602261,0.1360544100268384,0.37211265037934155,0.5242034851940615,-0.21619021917023423,0.18715391248219093
2021-04-22,0.11312150574686088,0.16731290977545005,0.16235170623593073,0.19570728535799195,0.2487890736071393,-0.06776527303855064,0.9989785492345609,0.853700035381262,-0.15105940880938293,-0.1645601335923008,-0.1571658071412847,-0.16960359034142228,-0.13693812703701086,-0.15134270284793,-0.16910146520930502,-0.1739890746581612,-0.033350468266827485,-0.055894708458989244,-0.0797597634885962,-0.03623294959118954,0.1317264203626041,-0.005244080078938061,0.00632987863754639,0.25021140529138625,0.5820708606559117,-0.28237305570120064,-0.15465599440402317,0.17186137484050798,0.25956943245403025,-0.3647088017892582,0.14491032297944054,-0.37983719644948566,-0.31672671083219417,0.18293502720564833,0.31355706296280383,0.13305296200179867,0.36578921189516006,0.529698950167919,-0.2223614588094833,0.1782605647708664
2021-04-23,0.1308688141843344,0.15484142767282222,0.15600004197047565,0.18311439763702353,0.23465667340373386,-0.05009958845220775,0.9989712950716303,0.8561532710311358,-0.1427177033381844,-0.15775618502857736,-0.15744060111511854,-0.17285164240724007,-0.12835502700152754,-0.14451337926088895,-0.16644074245140775,-0.17326846261555945,-0.03800246096392134,-0.06164377086665969,-0.08833086864593986,-0.04418091477793211,0.130427560638562,-0.009420122385456592,0.007641902791144789,0.2531910065998105,0.6028655989951057,-0.2821395127298666,-0.15208994923840435,0.16749817979810602,0.2344331375417686,-0.4582810109647023,0.15561581757099346,-0.38311635696753044,-0.3147389576085599,0.18008709501896406,0.3142209264256186,0.13002582055872988,0.369031876208108,0.529043981238496,-0.21081431538264858,0.174896832369171
2021-04-26,0.1539686918411588,0.13742740597249825,0.14263983642709582,0.1677702270239628,0.2179531646695484,-0.021667977670681668,0.9989582994346903,0.8562678227893564,-0.12607384853074946,-0.14302163761025544,-0.15339439966876625,-0.17363060420657495,-0.11133788983056359,-0.1299137150412868,-0.15818652036739797,-0.168070516422383,-0.03824494286524392,-0.0676776111734897,-0.09799934007514753,-0.05185049330379425,0.11952552503012148,-0.003327301840165649,0.01523828987245719,0.24918557554585694,0.6188035785211513,-0.3130478339414433,-0.16034398521663007,0.1604090662864201,0.2497409683892301,-0.5041667834857813,0.14619703338677445,-0.37714869610242724,-0.32585086524378837,0.1925032715916171,0.323857176587014,0.12016743121968694,0.36402857318652954,0.5430727327388303,-0.20779023913551797,0.15993334993139727
2021-04-27,0.1776107802482997,0.13565499363434952,0.1283703182230099,0.16914209114799425,0.22050756343446415,0.004077788062830959,0.9989581136159026,0.8553389997750002,-0.09831667942352865,-0.11700297806010443,-0.12802905345490306,-0.15133875792884477,-0.08360375832141222,-0.1020763469263265,-0.1317337857802371,-0.14377736821504128,-0.006087495324377116,-0.04127220180709461,-0.09142111975461908,-0.045569332575492005,0.10103294526625743,-0.06554992630991734,0.01851533367911043,0.25279603253061567,0.6089000972269007,-0.3226893921130695,-0.17369297580323428,0.18764981952631873,0.2676763658787193,-0.4888908664249175,0.10444313972051665,-0.38308986231112147,-0.3221531015835862,0.22070142155291633,0.319882843833052,0.10599095684370573,0.3717548882465801,0.5384403238071064,-0.17304553365655517,0.09883289468650056
2021-04-28,0.1465416982815508,0.14906006071207425,0.14966531305438607,0.188780217519924,0.2427736352581842,-0.04475777313120194,0.9989283518366056,0.8505815097478135,-0.1422230752361753,-0.15878104844449856,-0.1485945856960661,-0.16042021747772767,-0.12494378898772376,-0.1416232482126996,-0.15985940648371383,-0.1653861339670043,0.006534303819269217,-0.026676795799869132,-0.0689727259664608,-0.027648685168782033,0.07728315292877079,-0.04177006019947576,0.02333602546716081,0.24902055373048768,0.5954693581011093,-0.30174881914421353,-0.2002373364800727,0.17663503970785033,0.26246419089439177,-0.476573142261634,0.013553019096573561,-0.3672691781742383,-0.3573947232002822,0.1592488819485321,0.3320968623113483,0.11225785855377389,0.36256376389052414,0.5247760172972105,-0.146317146459695,0.12272376807553736
2021-04-29,0.12067311065772579,0.15943936241284992,0.1687128370247989,0.20543399672609516,0.2632821083652802,-0.08473187698745566,0.9989225840196965,0.8487726784502037,-0.17709390396488375,-0.19121451360970118,-0.16312703588698685,-0.16421744969659294,-0.157992354986752,-0.17260024993645515,-0.18034966071958158,-0.18046639413692625,0.015230782662203136,-0.017004912326554125,-0.05399180779194531,-0.01621681872411891,0.0721834935739932,-0.02710073152142923,0.02839275684178947,0.26112360900704795,0.5793410829684084,-0.3115133185755994,-0.21957216490085615,0.18840903122983116,0.2795594847827056,-0.46538793173196946,0.017264124935416673,-0.37850690826839095,-0.36740257821108807,0.30975208366550205,0.3285732537814941,0.11380201502418605,0.3761486331303423,0.5156127867005111,-0.14167533779401467,0.13416873387470896
2021-04-30,0.13912111687431508,0.14731913380604042,0.1458013388057651,0.1819658048521988,0.22916169427252187,-0.06216807179086873,0.9989390641944966,0.8505371710116411,-0.16869142173962165,-0.1832059802946083,-0.1643421550668134,-0.17242477332925174,-0.15109343912921278,-0.16708013456894688,-0.18046153277201932,-0.18296308937574893,0.04288356559968663,0.008392498618180111,-0.040926455497337054,-0.0032885222144296007,0.07660910119075744,-0.03139377206734284,0.0807921417831882,0.2616710838834848,0.5491395299263859,-0.32315752039305395,-0.23157226538604417,0.19638267788226776,0.2711640557236118,-0.45985736210092054,0.016120603724908655,-0.38016774638789536,-0.3031390008789586,0.30926899421605425,0.3215285609812025,0.08012856150820881,0.3771881548748062,0.5082503081824182,-0.1114083088090511,0.14683618397638537
2021-05-03,0.15120767236008034,0.1530064931705676,0.15370631487630076,0.18988974676710013,0.24058866140109897,-0.06742139847009317,0.9989509791895498,0.851449563608916,-0.16979874181677593,-0.18489188803972426,-0.15923228208473994,-0.16199353961345916,-0.15106346958496883,-0.16669168298281428,-0.17564032026143975,-0.1761127452614958,0.048546355382012345,0.016167796033848623,-0.03399624333663618,0.005031442713000264,0.058210087071497045,-0.03801481385897153,0.089489097859546,0.2580054995758272,0.5516357313831595,-0.30450764854369844,-0.23572436103051378,0.1985629905722976,0.24497393863506847,-0.4576419895037349,0.01337111550122179,-0.36833318550127664,-0.2854604551506294,0.2635482077381638,0.3102656878979757,0.06214558639611133,0.3668905768781358,0.5074069507714436,-0.09145355699247162,0.11190199234889577
2021-05-04,0.15593105269214474,0.15638927798966487,0.15874862242420806,0.19444456102674357,0.2480473457638721,-0.07617456566367324,0.9989563454570882,0.8531903803297562,-0.17920072607165569,-0.19481809609992803,-0.16325673253737896,-0.16107988859121855,-0.1605987485565114,-0.17583848476145789,-0.18071582181324278,-0.17918776812593726,0.05033629417103175,0.019501999364941635,-0.030547200527357217,0.009288891290807172,0.05667851565122204,-0.038433811590059416,0.08686083788289668,0.25492664044760904,0.5518619396986147,-0.3064866162103384,-0.2389766769043609,0.1976680059530918,0.24534775477686654,-0.45899792592079425,0.015892223624680058,-0.3661810516488016,-0.29080400740609236,0.270124931212766,0.3059586756128759,0.051599793501214485,0.36480492291854216,0.5079230979069911,-0.09197912475685639,0.10043572771195422
2021-05-05,0.1489166502743491,0.15821192376573864,0.16276329541407877,0.19708013225072712,0.25440814286530683,-0.09250859765577411,0.9989570161991469,0.8525654364883863,-0.2002524867186764,-0.21642778768741464,-0.1773701882090214,-0.16959805695422236,-0.18411651768622594,-0.19817406696968543,-0.1976956098462784,-0.1936919635445163,0.05295018225406947,0.023122191738722684,-0.025029010490744113,0.015176032520608194,0.04790172716052509,-0.0407308529258547,0.08047247402069535,0.2521438337435093,0.5505013349555233,-0.319786706224443,-0.244374945051931,0.1988880528602073,0.2526484699937436,-0.46073691948600337,0.014406983477372771,-0.3661846651751135,-0.29030640673492214,0.26633570847749855,0.3008368217163538,0.054329714679977395,0.36306852940884915,0.5047961876251962,-0.08497123889311016,0.1064550643153361
2021-05-06,0.17407550398949156,0.15798516390777642,0.16185754791447066,0.19646215818255447,0.25197574533115885,-0.08629268151359769,0.9989550328022619,0.8542413862970607,-0.1966998941865921,-0.21429633500534956,-0.17235698616748235,-0.16319541439523902,-0.18044095759044623,-0.1949076097757979,-0.19262289807644717,-0.18777726608942508,0.04886095188518692,0.018806119979679976,-0.02903451874173926,0.011088841397901818,0.04951464154689813,-0.040006585593155224,0.07581774627299043,0.2522183112375222,0.5443266853947468,-0.31860690927495494,-0.24083718145387986,0.1963478152115864,0.25233011112749226,-0.4573043737080588,0.011266131327013446,-0.3663511375061329,-0.2945851608181409,0.24729378389455814,0.3023461833520943,0.06137427032065481,0.3643132730285581,0.503963597771071,-0.09067611934300415,0.0916882825400951
2021-05-07,0.21951128342895213,0.14654469635250914,0.14591682275727808,0.18377284450904638,0.2290209282203574,-0.051356159487901606,0.9989398779083025,0.8430387183151524,-0.16245570690593744,-0.18251932836103446,-0.14389167999473781,-0.14297193010542075,-0.14439076553382751,-0.1608710697902382,-0.16365609664080444,-0.16123112995765507,0.09057573196866334,0.048587169442864,-0.029416489346518474,0.008663902931004788,0.05340340766094752,-0.021556763969110725,0.036227374657177194,0.26906752177045323,0.5480361051883529,-0.30574368146079267,-0.24027264819416275,0.209708517299967,0.2482189419500001,-0.45903276045475233,0.03690696591147551,-0.38952422141761045,-0.30125926233130823,0.2368002171213753,0.3119389079976301,0.061178740242515676,0.387125319573358,0.5076698954712714,-0.08201008974483638,0.07470007818497357
2021-05-10,0.24317073469958855,0.15867750265392838,0.16256676595293112,0.20208388618185233,0.25330120883226476,-0.060545781380049,0.9989491355956825,0.8494153153481968,-0.16742182632625166,-0.18985900172986575,-0.14779923773119605,-0.13695895900688865,-0.14646729800570263,-0.1649578975428427,-0.1619945583937188,-0.15582912930753975,0.07599504748145657,0.03426616270728226,-0.028639546303118664,0.011231367303071352,0.04298687158684654,-0.007822510500917226,0.08065970271564855,0.28781890839202673,0.5619889716261849,-0.32710569084475294,-0.23362347128866742,0.22861583462167515,0.25606543963100253,-0.48312293912018095,0.04928927447727621,-0.3849664244233225,-0.296664685623398,0.233242297560945,0.306517984337558,0.08101647947997807,0.39047593993878793,0.5145961577925565,-0.049689439434365275,0.03635838489777939
2021-05-11,0.2522436363185791,0.16638056534603524,0.1683752627262986,0.21040425944477031,0.26131582957783694,-0.06677458811490132,0.9989554198914088,0.8496638788094231,-0.1831873813235594,-0.2051031886695788,-0.15856474572786522,-0.14284560495466359,-0.16002365062123217,-0.18001752408299665,-0.17294185212370464,-0.16432691186656365,0.06102348886740762,0.019998939998054497,-0.0364245855316636,0.0022417958124998547,0.054231435885408436,-0.009399645814595589,0.07941712525476906,0.297781283787958,0.5616302056060003,-0.32650434148675916,-0.23806262238534062,0.22916324076906186,0.25786871059198574,-0.4830104013158915,0.04518654942449638,-0.3896844869640036,-0.2961651733281624,0.2293721599578885,0.3113148155676325,0.0681170591674241,0.3963012057234997,0.5151405095679372,-0.05116702724208577,0.031151891426526933
2021-05-12,0.30180033911858645,0.17192796238818644,0.17434203268427775,0.21330485680760183,0.2687363754594713,-0.04990485003639569,0.9989625539972404,0.8505161004401823,-0.1555706030547686,-0.183169253244049,-0.14128689728955637,-0.12331035728247726,-0.126954782411265,-0.1520627311411271,-0.14648112106666517,-0.13683116560891384,0.05113986535278735,0.009638391428946314,-0.044989629999957384,-0.007589200702767623,0.09441652719376999,0.0009039000654488463,0.09458070452900691,0.3035216742255465,0.5662140317758184,-0.3205306585796181,-0.2406233298782558,0.22694205954989363,0.25690427939089416,-0.48452159571911835,0.07586264786990767,-0.4021362910590519,-0.31445660847921103,0.24053077250718752,0.31111784237091417,0.06882769559406614,0.40525620969960796,0.5225812945008552,-0.05679127676723249,-0.007580792756758363
2021-05-13,0.3191416471184802,0.18404798587330665,0.18390225065308766,0.22709443250891118,0.2801767217718743,-0.04703686608610821,0.9989736963941132,0.8499368494487212,-0.1587113856576882,-0.19163457416161572,-0.14903880959508634,-0.1263034970024417,-0.12500140021179468,-0.15545634341604747,-0.1491489629457984,-0.13719803674065684,0.03544964987174408,-0.006027090497609668,-0.056505365535210246,-0.020533653880471445,0.11024959454115328,0.008481348549145118,0.11614823060065037,0.2993319585550227,0.5459779645801642,-0.2879714341432038,-0.22428628798950864,0.2174486906810862,0.23997005635608054,-0.44973161609549667,0.07214138966028998,-0.39286744686937536,-0.314768775470853,0.24366450903754733,0.31047885376180395,0.07414261427758112,0.38940555112161984,0.5051790392330024,-0.06361045222079353,-0.019858801035852747
2021-05-14,0.3046255021907318,0.17245577902741582,0.17201681416403175,0.2128046011795528,0.26037980478270767,-0.05345532622737987,0.9989787007453307,0.8470166534771946,-0.17762761947410083,-0.20862807530442457,-0.15362717334655757,-0.13073516103304078,-0.14490647555135605,-0.17462457413335852,-0.16386870818592525,-0.1509238803239811,0.03387563237447398,-0.006790136138637037,-0.06082336564490354,-0.022726512951273647,0.13062882205339574,0.0034080601461630154,0.07526583664515249,0.30877968019202306,0.5522762592937194,-0.28708918857747523,-0.2114918845750079,0.2166632905910029,0.24282051298584612,-0.457649131213241,0.06469807840165899,-0.4012642513147301,-0.32925479023965404,0.2492753464761593,0.31851582380557075,0.05921321785995926,0.3956745261476905,0.5108389554887126,-0.04146600664242067,-0.004438312406967616
2021-05-17,0.32305458100195017,0.17645067676032358,0.176702111880855,0.22035936364398828,0.2652119442878575,-0.046013773170530556,0.9989840289441566,0.8468339880946819,-0.1687231691641276,-0.20866249618468583,-0.15384557532853882,-0.12852884832364175,-0.132959958195507,-0.1684976916694333,-0.15904724724169159,-0.14436187441784945,0.03466720557271631,-0.006877212349655292,-0.061389457500276086,-0.023858418709122246,0.13365567771332043,0.0032797383830945803,0.08647607674480891,0.3125164785602633,0.5534431972374507,-0.2907854269287212,-0.21679300601842355,0.21704191359306485,0.24605667745027032,-0.45996895941531546,0.04347199407099591,-0.40308552916828094,-0.3285360766445648,0.22929344739780871,0.3171935694624726,0.05983847633328876,0.39833282776428064,0.5126233362479087,-0.030304349064605555,-0.017479281115854062
2021-05-18,0.3459948375747973,0.1634418484860294,0.1525142434289327,0.18761801230134628,0.24365188957916986,-0.02999911423789969,0.9990225285282701,0.8361324923183177,-0.0960326257854796,-0.13186992500661796,-0.08325631904597154,-0.06308678558329973,-0.05665698298674406,-0.08686709626990415,-0.07975916226281536,-0.06804499451322801,0.08911677593780706,0.05363540125784182,-0.012922641189508479,-0.008103797689731851,0.1505539367703052,0.02445681618137117,0.1068222197223007,0.2978595357929395,0.5377717233543432,-0.237400810121521,-0.1815344622415268,0.20290733468337396,0.23399025242283047,-0.44943376854303463,-0.02021997186945081,-0.4042407920278908,-0.36088207009362916,0.2983530872499574,0.3204805805393565,0.06406750102380712,0.39858816326962443,0.49661645431152746,-0.07586671525386952,-0.07440615021050483
2021-05-19,0.355197755343809,0.16461771165537745,0.1545487445588522,0.19005201393423285,0.2449808077637326,-0.019299296278427722,0.9990237788024119,0.839162061275421,-0.05728929686132064,-0.09876312419937576,-0.059800703729619806,-0.04130976561791878,-0.018557885993845797,-0.04843360264726323,-0.045053994243513175,-0.03392533032647665,0.10840720053335297,0.07045183988762863,0.0036936025338333255,0.006332613479681571,0.15030928025957824,0.04057273511238797,0.10860916972191874,0.2976164043409924,0.5403639467391463,-0.23656724235683202,-0.1667102031476274,0.21262876308859266,0.24777408243127905,-0.45344098704323,-0.022908988438568298,-0.41471455941395136,-0.3649121429054893,0.29826889535849394,0.32627862847942524,0.0706047298047247,0.4053896871604924,0.5079667035235983,-0.08138297366458185,-0.10265368741644662
2021-05-20,0.292847056422058,0.15690663175848144,0.15258619234352305,0.19107267339912462,0.25863511079802104,-0.03838869375057064,0.9990007206988146,0.8356332554433045,-0.15702621430223776,-0.2129215701891434,-0.15490161905094177,-0.12256795124854725,-0.11530734995004625,-0.15980788697554296,-0.15935969767602498,-0.1431125226767335,0.07765374087803141,0.05001158233458638,-0.023339000977598754,-0.018071941694485918,0.15360077012762294,0.005772542240300725,0.1068524891661595,0.3327538058954782,0.5365382872264621,-0.25588358164644553,-0.2075647305073543,0.2524172876034172,0.2701594583195741,-0.4500548739880648,-0.0232289892047387,-0.45622431855293144,-0.3751104442136496,0.2939653017005874,0.3406733982895599,0.04864104033814214,0.4323859806404812,0.5203258422961325,-0.06991302325921643,-0.029245159573205264
2021-05-21,0.30843347019929274,0.1705006578263431,0.15444615528631217,0.18064677946016708,0.23701508525898562,-0.043852933490231845,0.9990446310275416,0.834561124999058,-0.0913626799703598,-0.13318257106895842,-0.07247482646917662,-0.0471699960519537,-0.052920632586082456,-0.0813106583156295,-0.07022679724049505,-0.05568129610561521,0.09859863116658794,0.07578196293759888,0.009890838361093071,0.017025897506450335,0.1977328432649267,-0.005787965962883094,0.09539848815191732,0.29269963296523965,0.5007316112409478,-0.22452665355780685,-0.20869490863455778,0.15009255457596574,0.262950700138632,-0.39618125495900514,-0.0686387949295537,-0.42064467455173055,-0.36108997556637457,0.28763794122674197,0.27195036663302624,0.057137792687809885,0.3766534573220577,0.47865985461397853,-0.053410259313244286,-0.10234285096684725
