Date,price_TSLA,ret_TSLA,vol8_TSLA,vol12_TSLA,vol24_TSLA,vol30_TSLA,macd_TSLA,log_ret_TSLA,log_ret_norm5_TSLA,sma8_TSLA,sma12_TSLA,sma24_TSLA,sma30_TSLA,ema8_TSLA,ema12_TSLA,ema24_TSLA,ema30_TSLA,volume_zscore8_TSLA,volume_zscore12_TSLA,volume_zscore24_TSLA,volume_zscore30_TSLA,^N225,HG=F,ZC=F,TLT,^GSPC,AUDUSD=X,CL=F,SHY,BRL=X,^VIX,NG=F,^FVX,UUP,SI=F,TIP,^IRX,IEF,HYG,day_of_week,month
2019-10-21,-0.1966813399417028,-0.030800707356488998,-0.011879012598211565,0.024992114598359143,-0.08230949569138978,-0.04057442979634308,-0.1279680954688049,-0.03213940586255305,-0.024044306646922742,-0.12129326141206066,-0.1330112985908642,-0.14196513658304918,-0.1472815789082355,-0.15704938000846175,-0.15683009885411336,-0.16015955457035572,-0.15851042023821843,0.08893054752711227,0.0647142245961535,0.13070653842314522,0.14552429065085157,0.033293365405447334,0.11638959117294297,0.26370522282916714,-0.08021833451302733,0.14050437338676142,0.227631312688679,-0.04802024790333523,-0.04511614943381355,0.029130374569017507,-0.09940260536169158,0.01772598107865602,0.06318776391593087,-0.04419499910213312,-0.21508758765005012,-0.07731918762004521,-0.09869588074456073,-0.10161085910416337,0.09530347829428719,-0.025567839530485997,0.08795772554936597
2019-10-22,-0.19969115355615588,-0.0556003718933166,-0.052245772351988996,-0.004534162771898016,-0.0991514634612819,-0.05087022509508692,-0.1540211706710839,-0.05664843633586992,-0.0418622794345854,-0.15078305920629292,-0.16794051147723985,-0.1568019266187655,-0.15532680976600965,-0.17528024728846417,-0.17897049620001618,-0.17889681601237778,-0.173987273987016,0.08946045783835067,0.06754019145441621,0.1296543291991046,0.14500358971007155,0.038182992739865376,0.0982522527722074,0.25929560721881684,-0.08105984599003348,0.1454767673524865,0.2572037335819986,-0.05771174693487184,-0.04388454286567854,0.03274399467429398,-0.10945328504258833,0.027518610097473823,0.07058923112824246,-0.051196495031837284,-0.21700446287060307,-0.07429040878536505,-0.09604810986162392,-0.1059731338046234,0.10657525329837912,0.0019733578857545316,0.1235077981042279
2019-10-23,-0.013304674510745658,-0.05604222264407285,-0.11998167000417785,-0.1436898549158186,-0.1264611171052186,-0.15653776975586414,0.010924473739943328,-0.05566017100535776,-0.020327474841813086,0.08679581977897188,0.05447435067504102,0.02011954840256908,0.06438924038860698,0.0490863515126918,0.0533902677374419,0.07057601683472278,0.08248553656870945,0.039869518008548065,-0.010587907813270589,0.027898894245877014,0.055057756704796124,0.02134499153620162,0.20118250418664788,0.19088616244854517,-0.06007034596055683,0.13063324274441693,0.16235521282546514,0.0586852139078053,-0.05465415621464763,-0.10395074677195423,-0.11014630313022093,0.03308538013746983,0.047692851199044574,-0.04973243550107067,-0.14218879282051455,-0.03994521698275771,-0.04760083765283283,-0.07946081650595822,0.09840159579968835,-0.002083951352277579,0.20635005531156664
2019-10-24,0.17627101007040105,0.18352591192458625,0.08507079844049881,0.01783466688565628,0.02277144420308406,-0.024710286224663543,0.12176769429257021,0.1714800300269891,0.07248586944869571,0.20443017338763383,0.17879565962236235,0.1115501509488036,0.16111704813346608,0.1756397488244938,0.17950308881591465,0.19546752067995593,0.20623742749384863,0.15260197909246426,0.12834483285629422,0.18633129002401244,0.22038298074657406,0.024349442713086842,0.17827048759742353,0.15531166392166965,-0.05778372673431956,0.11411037397807657,0.12523894593618787,0.06858667048988226,-0.06241327082419152,-0.1549558571601692,-0.09068075346743294,0.1013588320656963,0.04911712069229767,0.03183987158431192,-0.11860230094337085,-0.02430615177100309,-0.020969094971044322,-0.07276919999056557,0.09487281006181315,0.027011817144792106,0.21840328634225137
2019-10-25,0.12172897590535743,0.16348758809127528,0.07189855416741754,0.009661618976688928,0.011923697267597838,-0.03222329336901196,0.10024908352693167,0.15230313344283136,0.06832790699980477,0.17805277599886826,0.1589916916024272,0.1010781607071484,0.1441606668078956,0.14304672775261182,0.1500836455719251,0.16643566106823754,0.17561599089322638,0.1416229639924304,0.11579399438638495,0.1657957506431611,0.195290277309966,0.023811140603151613,0.17729936233941915,0.15453808925546034,-0.053532234035444375,0.11163216186746884,0.12701582344835818,0.06647920438903811,-0.05799846388132703,-0.15441545549745667,-0.08621365032544984,0.10160348937710341,0.04391625109438877,0.02867642178510893,-0.12198179011330071,-0.02224050630058302,-0.021664057728872935,-0.06941899026314316,0.09375593490480505,0.02305983476588524,0.21088257078924494
2019-10-28,0.02221002519371099,0.16511152464175213,0.03419724262999668,-0.021448955873473827,-0.019668476518369563,-0.07624189581656599,0.020437630904152765,0.15398678711400185,0.0811384305089825,0.09579912888865527,0.09253152909138286,0.055348336865260445,0.08579149413308058,0.049395624113823776,0.06303736940925125,0.08269709708443554,0.089903683447048,0.1170275422467034,0.09107144087954291,0.13261471214671136,0.1600177411874927,-0.02217787815071448,0.13440251025876346,0.17641405522869552,-0.020702401208748923,0.09014114662187493,0.10075846187118963,0.09471848848680343,-0.04587456710180824,-0.12072103418028068,-0.09494170620969426,0.010847959404519322,0.026243616141693866,0.02207284957049711,-0.1128656822412941,0.013561089229888437,-0.02149701595702435,-0.04236149873978843,0.0872056606854176,0.07221529379001,0.16703712389700884
2019-10-29,0.007069915742302989,0.1717704913544548,0.01131416379302545,-0.03789477300256593,-0.03205788988990936,-0.08509179452961553,0.00221331712308503,0.1608702123655239,0.08778346575277647,0.0701972845507605,0.06657630259252799,0.03645143617670947,0.06531748948544294,0.026070745010270503,0.03812229852964022,0.055662958748378365,0.06204716084145888,0.11851349854259005,0.0916173036450341,0.13244716717077498,0.15917754385194866,-0.019498252329835715,0.13752702669810662,0.1736611437332983,-0.025584105887934395,0.10590556899487322,0.09904512302818691,0.09733565389470707,-0.0536135991918322,-0.12295965538892359,-0.12096320735824732,0.0008128126839591466,0.033860755421488684,0.027427079049287685,-0.112532436837259,0.01491734048474985,-0.01772171989985292,-0.050183381612681134,0.11108145284047517,0.07969788268930059,0.16431544708732937
2019-10-30,-0.0001484448215536132,0.1720972711348975,0.002706206593995552,-0.04836869260303896,-0.03956017699896827,-0.08892930937646717,-0.006600656919909818,0.1611354772405344,0.08686876687293647,0.053469690460855285,0.04974265670928627,0.023334682917333233,0.050990220711982975,0.013749289569984008,0.023944923875256752,0.03902122018082541,0.04465426618014512,0.12575404908661242,0.0945715404782839,0.13557698337354387,0.16229109117631876,-0.013577059912506208,0.13688352160398995,0.1715695002989423,-0.031848015568709795,0.10302759816870166,0.10134150220021375,0.10068099003402077,-0.056693866643217905,-0.13872916373364838,-0.11687002263152926,-0.005259622353251388,0.03455835420536891,0.028680343828099298,-0.11302618486182266,0.007785786806711459,-0.023951887953366283,-0.05434267795557945,0.11099237916702355,0.08217499031356214,0.16502040034231225
2019-10-31,-0.010353727427389051,0.17185853539483734,-0.008419863444008692,-0.07063462328112816,-0.05330520670631201,-0.09906847330180552,-0.018687210972718825,0.16068439429120782,0.08087178824143762,0.03208334032112467,0.028062264998390908,0.001998044702285907,0.029736811332294957,-0.002181920567919043,0.005632781144599323,0.01759540095423514,0.02253853992489043,0.14283941282357526,0.10431913787593736,0.14613799657345233,0.1734807594937154,-0.009735410620206332,0.13885214624220713,0.16962531159198724,-0.038313090753266,0.10523052040589898,0.0934823035656223,0.11960063374071254,-0.06498213829271818,-0.13389472829012553,-0.11817200979870132,0.006303147003638751,0.04986159945925813,0.03425547216684416,-0.14162236395234618,0.0011912929828448453,0.001464146519444036,-0.06107623087605607,0.11764559951573061,0.07871303258626447,0.17011170452569485
2019-11-01,-0.003063166075307807,0.17531528807809282,-0.003118838223821123,-0.045248921320748224,-0.038668617960557254,-0.08442472046604536,-0.010286091987624462,0.16441372016992806,0.0938725688631649,0.03955640756446267,0.0367270792900303,0.01814381311794249,0.041915093469474286,0.00731743372070399,0.01579219469392104,0.0282109118365434,0.03272928245586498,0.1319394140474244,0.09597923161768318,0.13799742458801073,0.16518556291543743,-0.009965393571644025,0.15778590709452678,0.17613178792096013,-0.03782867782773643,0.12976002147479282,0.09042296819402597,0.13320580995069656,-0.07180886916030935,-0.12783522562347785,-0.13728216429269405,0.017770448437069184,0.05793181406627845,0.03595250878662272,-0.15204349631873545,0.010976290692525115,0.0036953514989435327,-0.06290742987971558,0.13616792075634968,0.08921976333454541,0.16190970392332868
2019-11-04,-0.01607858153372401,0.16781152592832188,-0.021164593654719035,-0.032491862675955024,-0.03488414334927586,-0.08431476432230448,-0.02457347402728819,0.15667799532840734,0.07785810098344464,0.020339545780507846,0.019357611305677702,0.014014177174305595,0.03410459946407273,-0.006885931658207296,0.0018199134288733746,0.014400808026883935,0.018383509296683746,0.11596633743647823,0.08473111587072435,0.12446127955258766,0.15168461443995496,-0.01112206202716718,0.14516765752538938,0.17806671557695442,-0.036445125130682626,0.11779720946258984,0.11851863849017848,0.15584855185749782,-0.08016025437506806,-0.15156278661945408,-0.1286237454560117,0.006915905747318991,0.06210223612302804,0.025269644636306664,-0.15420776607144088,0.006678577585338723,-0.005167133278940135,-0.06429029592069921,0.12498317365612613,0.11522737005897869,0.13169978737458135
2019-11-05,0.01527657391039455,0.17532170445057807,-0.010415979674526427,0.0010495614355809976,-0.019601945285166063,-0.06867216803240722,0.009295116629178864,0.16453647869064553,0.09185418703098369,0.05789493567987734,0.05575238193640254,0.04334656731199126,0.06301922204488682,0.028501648385514593,0.03733156761542049,0.04960740129619417,0.05360906420933013,0.11596393638891694,0.08921794897552174,0.12843893713635196,0.15629732442682376,0.002398092817610936,0.15796545780685275,0.2289268744733899,-0.07108379233443053,0.13151224657798438,0.11998900660236576,0.1577826603551796,-0.1004812540939593,-0.15097626024655775,-0.15114824253849612,0.016467429758059187,0.0900795371351787,0.04183417494197038,-0.1736827487671872,-0.013591492073906319,0.009288163384958477,-0.09492665280045007,0.13519738645185758,0.12234208310192364,0.1658092831678628
2019-11-06,0.02359860245606823,0.2090391482757015,-0.04248221950609609,0.0007059434442063799,0.01490220440828372,-0.043295303376341306,0.012755614683388448,0.1991476655278068,0.15272369465750374,0.06939422469559851,0.07282607191577496,0.08276345121574477,0.09909400898710806,0.040685350773252284,0.05286502403868047,0.07014143211254271,0.07462745566863781,0.10136615808201127,0.05768995584469403,0.10133354832752098,0.1286372635924491,-0.007892955054471277,0.21601635234741845,0.13390985998731791,-0.07736442566354607,0.1971876333002704,0.09425343106231861,0.21270340139263572,-0.14777287429524505,-0.11576706162377844,-0.24245938954377091,0.032643742567146965,0.14483210338082256,0.09823360974413464,-0.19048846256380692,-0.021436382181757224,0.0523968297001491,-0.12114525713148681,0.19457921527986433,0.10050440036087344,0.1371365324129467
2019-11-07,0.007111821620804058,0.18853810295250006,-0.04178490377970147,-0.005431923376443119,0.02342851364653331,-0.036801892386259104,-0.0008609034759831643,0.17735938728420153,0.1321964230956571,0.0547342284317849,0.057339592344445835,0.07398768001783218,0.08898050191351517,0.027291519227367868,0.03941347033579488,0.05642003512232957,0.060568340187338685,0.1311453190451424,0.07966853624458882,0.10449682772309196,0.1314616330617381,0.0054564931185103905,0.18646693562206793,0.12009638585039492,-0.04512179119398003,0.17091088907841503,0.11626203233352243,0.19881000075896763,-0.1285067236216167,-0.12259926427585092,-0.22236046300447296,0.030452660140924414,0.12117826274067212,0.10720218090557418,-0.17135751647593975,-0.009895686124357917,0.035841337616976665,-0.09592462386637216,0.1683769908413055,0.09917339327895557,0.11415680946505329
2019-11-08,0.031314486045174686,0.19324550709795177,-0.04907455433305131,0.011533348301554908,0.029994426943759006,-0.029296761262578082,0.021938480679441427,0.18227661291705594,0.12419762179145026,0.07529628876798553,0.07956426182982355,0.09138734399521455,0.10501479528766851,0.05016747585247254,0.061648034281519375,0.07749662760863446,0.0813999734132102,0.11896081266690593,0.06833082284709355,0.10003264891361043,0.1269315449851905,0.017837716734384015,0.1668390811224994,0.12069961305954588,-0.05591914625181205,0.17112177550672497,0.12348407704087647,0.20274342775655987,-0.148323956599467,-0.14191793073454698,-0.22391567719664227,0.021973623597512842,0.12967331023570614,0.11107897006024058,-0.17431580879421102,-0.020346840809352732,0.04829684884807002,-0.11017979711580915,0.16497359415239052,0.10460553737904114,0.1363301343711855
2019-11-11,0.04851514116830275,0.19108289683403124,-0.05234713388076292,0.01537817642466319,0.026301433846874403,-0.03098657140999113,0.03999211230090671,0.17985687993273727,0.11546489324106854,0.08736243780036203,0.09036655094509119,0.09502774460082561,0.1070158250309981,0.06465864823357644,0.07443685686889628,0.08742527981015027,0.09069483925823531,0.12474437071060482,0.07469780266454137,0.10890269883972158,0.1369214536084874,0.018445425715634303,0.16486147224209485,0.09987201616371864,-0.04730360078961956,0.15412445064106237,0.1162220629836947,0.19972231597719534,-0.14648441876565796,-0.11992226127038107,-0.2060035722106837,0.022429414180027096,0.13453899553254314,0.10705309466576145,-0.17185478147397396,-0.009243258235261939,0.05569471222105087,-0.10302002588926862,0.1503454166025668,0.08417610986430153,0.16009115558078177
2019-11-12,0.01949297770717557,0.1940383797749616,-0.04127512379622855,0.023195987108972013,0.017258966699204906,-0.03866031486194607,0.012409788507086758,0.18281691754378493,0.1272005118005946,0.05570138206973891,0.05524589710702463,0.058815763332794424,0.07101056328697979,0.03282635956889876,0.04133955392322873,0.052148839637388686,0.05474456037210082,0.12661296956152587,0.07739254441014537,0.10905547119625598,0.13668069404293604,0.014909460449244613,0.17217163108160585,0.08621906397763753,-0.06214274820576188,0.16495180267180018,0.12215571503364064,0.2069627540767621,-0.15688633191637621,-0.12175482926284371,-0.2158479039747942,0.026341719735771922,0.14683133869251716,0.1071864547932615,-0.1729634995820629,-0.01663686255464785,0.05352628709377951,-0.11260499555675499,0.15958211753463117,0.08322315536134142,0.134056455734275
