date,y_value
2017-02-01,0.02024489977337033
2017-02-02,0.020819044846056407
2017-02-03,0.024176460576631104
2017-02-06,0.024158140364502895
2017-02-07,0.024329757927879492
2017-02-08,0.024312955475633818
2017-02-09,0.024046291747643833
2017-02-10,0.024275929004874085
2017-02-13,0.024064065117185066
2017-02-14,0.02383831421762181
2017-02-15,0.024093353440144905
2017-02-16,0.023438604129647777
2017-02-17,0.023355057047959867
2017-02-21,0.02329269196409578
2017-02-22,0.023668426608143972
2017-02-23,0.023673997368181328
2017-02-24,0.023680379274885806
2017-02-27,0.023990164158674148
2017-02-28,0.020068507521935973
2017-03-01,0.02039205606362518
2017-03-02,0.020400820695426394
2017-03-03,0.02052288007866004
2017-03-06,0.020434623888898797
2017-03-07,0.020742028582383772
2017-03-08,0.020650947334659456
2017-03-09,0.02045335257189834
2017-03-10,0.020289372951606387
2017-03-13,0.0200783225206882
2017-03-14,0.02586606277555213
2017-03-15,0.026311669140806272
2017-03-16,0.02610917264851346
2017-03-17,0.02584735927537517
2017-03-20,0.027137075740374345
2017-03-21,0.026818739902066388
2017-03-22,0.027634272146914354
2017-03-23,0.02810057321042452
2017-03-24,0.028093928470165085
2017-03-27,0.027904573615633872
2017-03-28,0.027807743451268203
2017-03-29,0.023162549838956863
2017-03-30,0.02330281592349809
2017-03-31,0.023324528407828532
2017-04-03,0.023319418838197103
2017-04-04,0.02343098070032276
2017-04-05,0.022731982271884464
2017-04-06,0.022795141417238075
2017-04-07,0.022607529955139868
2017-04-10,0.01259815134269143
2017-04-11,0.008329706494511055
2017-04-12,0.00910666134301708
2017-04-13,0.008072655717633097
2017-04-17,0.03326144912583483
2017-04-18,0.03379149009052333
2017-04-19,0.03351246336072519
2017-04-20,0.03394715691476652
2017-04-21,0.03338456123463095
2017-04-24,0.03313974337461197
2017-04-25,0.033435070948449386
2017-04-26,0.033473946543731335
2017-04-27,0.0335508447898449
2017-04-28,0.033168028390741504
2017-05-01,0.03334144578771216
2017-05-02,0.03387901919239035
2017-05-03,0.03404095519491891
2017-05-04,0.03404031869770656
2017-05-05,0.034291480024785624
2017-05-08,0.034575753070878276
2017-05-09,0.03309269354841161
2017-05-10,0.03274423441453085
2017-05-11,0.03293779228319112
2017-05-12,0.032419576467349366
2017-05-15,0.024076541392194194
2017-05-16,0.025090346778945418
2017-05-17,0.025126698995654503
2017-05-18,0.024680337841326613
2017-05-19,0.024430008014450305
2017-05-22,0.02424386324342852
2017-05-23,0.023965756685298375
2017-05-24,0.0235601985330127
2017-05-25,0.030699369613172715
2017-05-26,0.03134473105193154
2017-05-30,0.03079721399820466
2017-05-31,0.03068618216159849
2017-06-01,0.03563029454658834
2017-06-02,0.03588264839825275
2017-06-05,0.03566355902097592
2017-06-06,0.03588130436871744
2017-06-07,0.02594165478491771
2017-06-08,0.026631306714978768
2017-06-09,0.027449843592020906
2017-06-12,0.027127193269313704
2017-06-13,0.027547965329301944
2017-06-14,0.02761591595324258
2017-06-15,0.027805215388660137
2017-06-16,0.027468822124395276
2017-06-19,0.027776497006491683
