Date,ADBE,AMZN,AVGO,CAT,COST,JPM,LLY,MA,MSFT,NVDA,UNH,XOM,ADBE_volume,AMZN_volume,AVGO_volume,CAT_volume,COST_volume,JPM_volume,LLY_volume,MA_volume,MSFT_volume,NVDA_volume,UNH_volume,XOM_volume,^GSPC,^N225,CL=F,SI=F,NG=F,HG=F,ZC=F,^FVX,^IRX,TLT,IEF,SHY,TIP,UUP,^VIX,HYG,BRL=X,AUDUSD=X
2016-01-04,91.97000122070312,31.84950065612793,10.916132926940918,53.563438415527344,134.62014770507812,49.105857849121094,70.05604553222656,89.3965072631836,48.152305603027344,0.7896761298179626,100.51544952392578,50.89173889160156,2993800,186290000,30970000,8586900,2640800,25393200,6907300,6378700,53778000,358076000,4991000,20400100,2012.6600341796875,18450.98046875,36.7599983215332,13.817000389099121,2.3340001106262207,2.070499897003174,351.5,1.7350000143051147,0.1550000011920929,94.78076171875,86.7546615600586,71.34154510498047,84.26048278808594,22.194400787353516,20.700000762939453,48.85723114013672,3.9491000175476074,0.7287036180496216
2016-01-05,92.33999633789062,31.68950080871582,10.550931930541992,53.00407791137695,134.94927978515625,49.190765380859375,71.10432434082031,89.56623077392578,48.3719596862793,0.8023617267608643,100.705322265625,51.32536315917969,1821300,116452000,38173000,6139100,2127700,16566700,7475300,4352500,34079700,490272000,2816800,11993500,2016.7099609375,18374.0,35.970001220703125,13.949000358581543,2.325000047683716,2.0885000228881836,353.0,1.7239999771118164,0.20499999821186066,94.39835357666016,86.73014831542969,71.29933166503906,84.2068862915039,22.323989868164062,19.34000015258789,48.94874572753906,4.037300109863281,0.7185972929000854
2016-01-06,91.0199966430664,31.63249969482422,10.226394653320312,52.169002532958984,133.70040893554688,48.48065948486328,70.65628051757812,88.19629669189453,47.493263244628906,0.7691841721534729,99.6782455444336,50.89830780029297,1674000,106584000,50824000,6639300,2033400,22961500,6628400,4370000,39518900,449344000,2677300,18826900,1990.260009765625,18191.3203125,33.970001220703125,13.956999778747559,2.2669999599456787,2.0804998874664307,353.25,1.649999976158142,0.20499999821186066,95.67041778564453,87.25373840332031,71.34154510498047,84.47476196289062,22.263517379760742,20.59000015258789,48.94874572753906,4.026899814605713,0.7162810564041138
2016-01-07,89.11000061035156,30.39699935913086,9.901087760925293,50.3727912902832,130.63742065429688,46.5201301574707,68.8218002319336,86.5807113647461,45.84132385253906,0.7386900186538696,96.7437515258789,50.083621978759766,2717800,141498000,50056000,8601500,3826000,27630900,5833200,6600000,56564900,645304000,5277200,21263800,1943.0899658203125,17767.33984375,33.27000045776367,14.335000038146973,2.381999969482422,2.015500068664551,353.0,1.6119999885559082,0.1899999976158142,95.8421401977539,87.44190216064453,71.36688232421875,84.40589141845703,22.038894653320312,24.989999771118164,48.63155746459961,4.019899845123291,0.708014726638794
2016-01-08,87.8499984741211,30.352500915527344,9.835875511169434,49.860713958740234,128.35069274902344,45.478111267089844,68.68653106689453,84.9273452758789,45.98192596435547,0.7228330373764038,95.07798767089844,49.07183837890625,2263400,110258000,64641000,8278500,3156200,22373300,5880200,5912100,48754000,398472000,4422400,19033600,1922.030029296875,17697.9609375,33.15999984741211,13.907999992370605,2.4719998836517334,2.0164999961853027,357.0,1.5779999494552612,0.1899999976158142,96.27134704589844,87.66283416748047,71.41759490966797,84.47476196289062,22.08209228515625,27.010000228881836,48.50348663330078,4.041500091552734,0.7018036246299744
2016-01-11,89.37999725341797,30.886999130249023,9.823596000671387,48.4268913269043,130.55307006835938,45.40864944458008,67.85806274414062,85.57923126220703,45.95555877685547,0.7240527868270874,94.57740783691406,48.41481018066406,2362200,97832000,38941000,9669400,2164500,20925500,4889300,5845600,36943800,409372000,4525800,21353000,1923.6700439453125,,31.40999984741211,13.854999542236328,2.3959999084472656,1.9674999713897705,351.75,1.5759999752044678,0.17499999701976776,95.21778869628906,87.38461303710938,71.44287872314453,84.03092956542969,22.18576431274414,24.299999237060547,48.430274963378906,3.9932000637054443,0.6942998170852661
2016-01-12,89.81999969482422,30.894500732421875,9.967838287353516,48.52931213378906,131.68373107910156,45.50899124145508,67.96798706054688,86.39176177978516,46.37733840942383,0.7362504005432129,96.89048767089844,49.40689468383789,2370500,94482000,41112000,8593100,2215600,22971600,4329300,4441800,36095500,469356000,4037800,21864100,1938.6800537109375,17218.9609375,30.440000534057617,13.739999771118164,2.256999969482422,1.9529999494552612,356.75,1.5369999408721924,0.20999999344348907,96.5912857055664,87.77738189697266,71.45134735107422,84.26048278808594,22.220321655273438,22.469999313354492,48.47910690307617,4.0503997802734375,0.6987143754959106
2016-01-13,88.30000305175781,29.090499877929688,9.460700988769531,47.96996307373047,128.35910034179688,44.2585563659668,67.0380859375,84.26597595214844,45.37562561035156,0.7138071060180664,94.27529907226562,49.70256805419922,3409100,153104000,48470000,7237300,2157500,28808100,4628400,4895000,66883600,481672000,3434300,26052700,1890.280029296875,17715.630859375,30.479999542236328,14.145000457763672,2.2690000534057617,1.9505000114440918,358.0,1.5089999437332153,0.2150000035762787,97.54341888427734,88.12094116210938,71.49356842041016,84.43647003173828,22.18576431274414,25.219999313354492,47.942325592041016,4.025199890136719,0.6987143754959106
2016-01-14,89.80000305175781,29.649999618530273,9.604938507080078,49.05714416503906,129.25355529785156,44.922367095947266,69.7770767211914,85.70203399658203,46.66729736328125,0.6994136571884155,95.5958480834961,51.98237991333008,4087500,144760000,63942000,9241800,2281500,31296300,8253700,6235800,52381900,600236000,4238200,33806700,1921.8399658203125,17240.94921875,31.200000762939453,13.737000465393066,2.1389999389648438,1.9709999561309814,358.0,1.5190000534057617,0.23999999463558197,96.63030242919922,87.94094848632812,71.51045227050781,84.35994720458984,22.246238708496094,23.950000762939453,48.155799865722656,4.014100074768066,0.6935774683952332
2016-01-15,89.16999816894531,28.509000778198242,9.204444885253906,47.75692367553711,126.89936828613281,44.027008056640625,68.67808532714844,83.81246185302734,44.80447769165039,0.6613569855690002,94.30986022949219,50.97057342529297,3937500,155690000,75916000,12674500,2975400,38131700,6674300,6459800,71820700,841452000,6357000,28342100,1880.3299560546875,17147.109375,29.420000076293945,13.883999824523926,2.0999999046325684,1.9394999742507935,363.25,1.4529999494552612,0.22300000488758087,98.13651275634766,88.35001373291016,71.56958770751953,84.35994720458984,22.194400787353516,27.020000457763672,47.521446228027344,4.005899906158447,0.6996921300888062
2016-01-19,89.18000030517578,28.724000930786133,9.212117195129395,47.086875915527344,126.96683502197266,44.00385665893555,70.36038970947266,81.4599380493164,44.426639556884766,0.6667238473892212,97.16665649414062,50.19530487060547,3680600,96144000,54773000,8501100,2242600,22818900,9162300,10175200,43564500,457140000,7122800,22684500,1881.3299560546875,17048.369140625,28.459999084472656,14.109999656677246,2.0910000801086426,1.9735000133514404,367.75,1.4709999561309814,0.23000000417232513,97.83214569091797,88.2354736328125,71.56114959716797,84.2757797241211,22.237598419189453,26.049999237060547,47.35677719116211,4.052299976348877,0.6878998875617981
2016-01-20,87.94000244140625,28.588499069213867,9.500595092773438,46.91139221191406,125.5745849609375,42.8460693359375,69.84468841552734,80.43011474609375,44.62873840332031,0.6703831553459167,99.0740737915039,48.07973098754883,3667200,159328000,103988000,10857700,3796800,34646100,8354400,11672100,63273000,481180000,8380700,33300800,1859.3299560546875,16416.189453125,26.549999237060547,14.147000312805176,2.118000030517578,1.9559999704360962,368.75,1.4170000553131104,0.2529999911785126,98.8623046875,88.66912841796875,71.61180877685547,84.32170104980469,22.246238708496094,27.59000015258789,47.039608001708984,4.0584001541137695,0.6917064189910889
2016-01-21,88.0,28.750999450683594,9.554302215576172,47.613346099853516,126.89092254638672,42.6453857421875,68.81334686279297,81.3654556274414,44.35634994506836,0.6781895756721497,97.96070098876953,48.68418502807617,4298700,99044000,48475000,8798300,2211800,31301100,4930800,5989700,40191200,481456000,5413900,22265600,1868.989990234375,16017.259765625,29.530000686645508,14.083000183105469,2.138000011444092,1.9930000305175781,367.0,1.434000015258789,0.27300000190734863,98.1911392211914,88.44818878173828,71.60340881347656,84.01558685302734,22.220321655273438,26.690000534057617,47.35677719116211,4.101399898529053,0.6937218308448792
2016-01-22,89.62999725341797,29.819000244140625,9.552764892578125,48.6423454284668,129.6839141845703,43.957542419433594,69.7263412475586,83.14167022705078,45.94679260253906,0.6940466165542603,98.67707061767578,50.30699920654297,5390100,102402000,58428000,7815600,2544100,22732200,3456300,4912500,37555800,257996000,3622200,22530300,1906.9000244140625,16958.529296875,32.189998626708984,14.043000221252441,2.1389999389648438,1.9984999895095825,370.25,1.475000023841858,0.2879999876022339,97.81656646728516,88.25182342529297,71.57803344726562,84.1380615234375,22.341270446777344,22.34000015258789,48.08259963989258,4.153500080108643,0.7016066908836365
2016-01-25,86.7699966430664,29.826499938964844,9.55123233795166,46.1934814453125,127.22845458984375,42.961849212646484,69.07542419433594,81.97956848144531,45.5074348449707,0.6933148503303528,97.85711669921875,48.6053581237793,3945000,87922000,61359000,10971500,1820600,21114400,2632800,5110500,34707700,270728000,2908500,17086600,1877.0799560546875,17110.91015625,30.34000015258789,14.239999771118164,2.1579999923706055,1.9954999685287476,369.75,1.4600000381469727,0.2750000059604645,98.34721374511719,88.54637145996094,71.57803344726562,84.29873657226562,22.272157669067383,24.149999618530273,47.606849670410156,4.0894999504089355,0.7004027366638184
2016-01-26,86.88999938964844,30.0625,9.543562889099121,47.19058609008789,125.30461120605469,44.05789566040039,69.28675842285156,82.19684600830078,45.84132385253906,0.7001454830169678,98.35772705078125,50.39241027832031,2745700,75314000,119134000,8141900,2828600,17535700,4583400,4872500,28900800,227944000,4592500,18724700,1903.6300048828125,16708.900390625,31.450000762939453,14.543999671936035,2.180000066757202,2.0339999198913574,369.25,1.4270000457763672,0.30000001192092896,98.39402770996094,88.6117935180664,71.61180877685547,84.51302337646484,22.228960037231445,22.5,48.03382873535156,4.087900161743164,0.6939143538475037
2016-01-27,84.8499984741211,29.167499542236328,9.387043952941895,46.52053451538086,124.65484619140625,44.027008056640625,69.11767578125,80.12779235839844,45.006568908691406,0.6918511390686035,96.95088195800781,49.466041564941406,3070600,103058000,58156000,11013800,2189500,20560000,4341900,6750900,36775200,231700000,4720300,18106100,1882.949951171875,17163.919921875,32.29999923706055,14.4399995803833,2.188999891281128,2.062999963760376,369.25,1.4199999570846558,0.30000001192092896,98.37065124511719,88.6772689819336,71.62872314453125,84.72730255126953,22.211679458618164,23.110000610351562,47.96061706542969,4.06689977645874,0.700721800327301
2016-01-28,84.5199966430664,31.767499923706055,9.69546890258789,48.722110748291016,126.22428894042969,44.21226119995117,64.93309020996094,78.82396697998047,45.74468231201172,0.684288501739502,96.13097381591797,50.58293533325195,5315500,280304000,49969000,13567000,2076100,15497900,10128700,9169600,62513800,276776000,3525600,16157700,1893.3599853515625,17041.44921875,33.220001220703125,14.215999603271484,2.181999921798706,2.0490000247955322,365.5,1.4010000228881836,0.3179999887943268,98.51111602783203,88.79177856445312,71.62872314453125,84.90327453613281,22.108009338378906,22.420000076293945,48.20459747314453,4.104899883270264,0.7016066908836365
