feature,score,selected,constant,sparse
zscore_69_NVDA,0.0008178654642608277,True,False,False
rsi_14_NVDA,0.00020377708895957903,False,False,False
rsi_21_NVDA,4.57804423371401e-05,False,False,False
rsi_69_NVDA,1.1173905609704065e-05,False,False,False
cmo_14_NVDA,0.00013378470070666632,False,False,False
cmo_21_NVDA,4.24158075733081e-05,False,False,False
cmo_69_NVDA,9.289705784425903e-05,False,False,False
williams_14_NVDA,9.258193975297242e-05,False,False,False
williams_21_NVDA,0.00024035491066335345,False,False,False
williams_69_NVDA,5.543012855611037e-05,False,False,False
stoch_14_NVDA,4.914484373462529e-05,False,False,False
stoch_21_NVDA,3.0638669863504286e-05,False,False,False
stoch_69_NVDA,5.81686470500061e-05,False,False,False
ptile_rank_14_NVDA,0.00038980533123264446,False,False,False
ptile_rank_21_NVDA,3.882587002335726e-05,False,False,False
ptile_rank_69_NVDA,1.1155155669635845e-05,False,False,False
meanabsret_14_NVDA,4.535406634981603e-05,False,False,False
meanabsret_21_NVDA,0.00025757931669982925,False,False,False
meanabsret_69_NVDA,0.004340474527437575,True,False,False
boll_Upper_14_NVDA,4.258464106155393e-05,False,False,False
boll_Lower_14_NVDA,0.000131098946702662,False,False,False
boll_Upper_21_NVDA,0.001387810186909464,True,False,False
boll_Lower_21_NVDA,3.103245171352009e-05,False,False,False
boll_Upper_69_NVDA,8.314877008312826e-05,False,False,False
boll_Lower_69_NVDA,0.00013003423518772903,False,False,False
donchian_14_NVDA,5.179441125822227e-05,False,False,False
donchian_21_NVDA,0.00043913515114956384,True,False,False
donchian_69_NVDA,0.00017864639378578433,False,False,False
lag_14_NVDA,2.8392515107800224e-05,False,False,False
lag_21_NVDA,0.00030477412228557637,False,False,False
lag_69_NVDA,7.041286718658636e-05,False,False,False
volume_zscore_14_NVDA,4.293262184670941e-05,False,False,False
volume_zscore_21_NVDA,0.0002246139913453817,False,False,False
volume_zscore_69_NVDA,1.2013647638303861e-05,False,False,False
ret_AVGO,2.722645381223071e-05,False,False,False
price_AVGO,0.0001004865120807517,False,False,False
logret_AVGO,4.244967913415729e-05,False,False,False
rollret_14_AVGO,8.08396434063181e-05,False,False,False
rollret_21_AVGO,0.00020599372560805697,False,False,False
rollret_69_AVGO,7.806477720203935e-06,False,False,False
sma_14_AVGO,0.00018077979784698116,False,False,False
sma_21_AVGO,0.0023417434600888753,True,False,False
sma_69_AVGO,2.6198379205361036e-05,False,False,False
ema_14_AVGO,7.432064726328127e-05,False,False,False
ema_21_AVGO,0.00015706207179328697,False,False,False
ema_69_AVGO,0.00027386152291280027,False,False,False
momentum_14_AVGO,1.5725313296854334e-05,False,False,False
momentum_21_AVGO,0.0002648178360050335,False,False,False
momentum_69_AVGO,0.002259483590986096,True,False,False
macd_AVGO,0.000611688131166549,True,False,False
pricevshigh_14_AVGO,5.663179767579347e-05,False,False,False
pricevshigh_21_AVGO,0.0001261983498860022,False,False,False
pricevshigh_69_AVGO,9.748727162024268e-05,False,False,False
vol_14_AVGO,0.0011451558168909992,True,False,False
vol_21_AVGO,0.0003206630257081501,False,False,False
vol_69_AVGO,0.00026709364836435394,False,False,False
atr_14_AVGO,7.052318751138133e-05,False,False,False
atr_21_AVGO,0.0007821741810366073,True,False,False
atr_69_AVGO,5.2020533176488616e-05,False,False,False
range_AVGO,3.5154516838275623e-05,False,False,False
volchange_14_AVGO,5.1451995562789914e-05,False,False,False
volchange_21_AVGO,0.0002502861406753055,False,False,False
volchange_69_AVGO,3.472487327323847e-05,False,False,False
volptile_14_AVGO,1.6562344310840498e-05,False,False,False
volptile_21_AVGO,0.00019698449408483453,False,False,False
volptile_69_AVGO,0.00011563111253674012,False,False,False
zscore_14_AVGO,8.258211724755241e-05,False,False,False
zscore_21_AVGO,0.00037176336839560325,False,False,False
zscore_69_AVGO,0.0007697237545813957,True,False,False
rsi_14_AVGO,7.101952275426738e-05,False,False,False
rsi_21_AVGO,0.00025143435803941114,False,False,False
rsi_69_AVGO,0.0011004180065185697,True,False,False
cmo_14_AVGO,0.00010197527736657369,False,False,False
cmo_21_AVGO,0.0001688106368386421,False,False,False
cmo_69_AVGO,0.0008866232226531497,True,False,False
williams_14_AVGO,1.8262951600332413e-05,False,False,False
williams_21_AVGO,0.00024855508021197955,False,False,False
williams_69_AVGO,5.3413571962901234e-05,False,False,False
stoch_14_AVGO,0.00018617702645622433,False,False,False
stoch_21_AVGO,0.00010956391368488634,False,False,False
stoch_69_AVGO,0.00012631771125220232,False,False,False
ptile_rank_14_AVGO,1.7599132342689266e-05,False,False,False
ptile_rank_21_AVGO,0.00013981563050017494,False,False,False
ptile_rank_69_AVGO,3.080057536983423e-05,False,False,False
meanabsret_14_AVGO,0.0002415900222126798,False,False,False
meanabsret_21_AVGO,0.00034574591150695716,False,False,False
meanabsret_69_AVGO,6.460555007129413e-05,False,False,False
boll_Upper_14_AVGO,0.00010021316142742285,False,False,False
boll_Lower_14_AVGO,8.156078973970951e-05,False,False,False
boll_Upper_21_AVGO,0.0031110142290721034,True,False,False
boll_Lower_21_AVGO,0.0005790829810607947,True,False,False
boll_Upper_69_AVGO,0.0006140333048178458,True,False,False
boll_Lower_69_AVGO,0.007379496039991906,True,False,False
donchian_14_AVGO,0.0036289317966262235,True,False,False
donchian_21_AVGO,0.015353027679616188,True,False,False
donchian_69_AVGO,0.0001413384752074382,False,False,False
lag_14_AVGO,0.0002627171344781835,False,False,False
lag_21_AVGO,0.001987484714366631,True,False,False
lag_69_AVGO,0.00011368310100696464,False,False,False
volume_zscore_14_AVGO,0.00023181613341570226,False,False,False
volume_zscore_21_AVGO,5.4655473978689545e-06,False,False,False
volume_zscore_69_AVGO,6.690701933242459e-06,False,False,False
ret_LLY,9.589931931764014e-05,False,False,False
price_LLY,0.0001291347452592863,False,False,False
logret_LLY,4.683565975886348e-05,False,False,False
rollret_14_LLY,9.531994965351675e-05,False,False,False
rollret_21_LLY,8.747450747652151e-05,False,False,False
rollret_69_LLY,9.63345418694019e-06,False,False,False
sma_14_LLY,0.0002969957623698035,False,False,False
sma_21_LLY,0.016538454975190124,True,False,False
sma_69_LLY,0.0005196336849476655,True,False,False
ema_14_LLY,0.00013959629684988354,False,False,False
ema_21_LLY,0.00577541636525793,True,False,False
ema_69_LLY,0.034255348661920954,True,False,False
momentum_14_LLY,0.00016933771157990297,False,False,False
momentum_21_LLY,7.76695034656608e-05,False,False,False
momentum_69_LLY,2.5600314804036587e-05,False,False,False
macd_LLY,6.600508238584069e-05,False,False,False
pricevshigh_14_LLY,0.00023325394175037205,False,False,False
pricevshigh_21_LLY,1.3608648306566663e-05,False,False,False
pricevshigh_69_LLY,1.6901789625313957e-05,False,False,False
vol_14_LLY,0.00039990078994845226,True,False,False
vol_21_LLY,4.658563104107967e-05,False,False,False
vol_69_LLY,3.5368567498926674e-05,False,False,False
atr_14_LLY,0.00043017927260874476,True,False,False
atr_21_LLY,0.0006305009056823532,True,False,False
atr_69_LLY,0.0011138187742339638,True,False,False
range_LLY,0.0005749822773580491,True,False,False
volchange_14_LLY,8.789678999601226e-05,False,False,False
volchange_21_LLY,2.3754481537794627e-05,False,False,False
volchange_69_LLY,6.34522425194228e-05,False,False,False
volptile_14_LLY,0.00014736276843822283,False,False,False
volptile_21_LLY,0.00015734754760395568,False,False,False
volptile_69_LLY,0.003813150978395957,True,False,False
zscore_14_LLY,5.857059938988601e-05,False,False,False
zscore_21_LLY,2.0115193782323236e-05,False,False,False
zscore_69_LLY,1.7551189863942556e-05,False,False,False
rsi_14_LLY,5.1756690232200494e-05,False,False,False
rsi_21_LLY,6.922046907683424e-05,False,False,False
rsi_69_LLY,8.076452652035944e-06,False,False,False
cmo_14_LLY,9.673079998061633e-05,False,False,False
cmo_21_LLY,3.6548887728427426e-05,False,False,False
cmo_69_LLY,3.1502500118351115e-05,False,False,False
williams_14_LLY,3.968514273444604e-05,False,False,False
williams_21_LLY,0.00011344011267642053,False,False,False
williams_69_LLY,1.687855496850995e-05,False,False,False
stoch_14_LLY,0.00023012246720544887,False,False,False
stoch_21_LLY,1.32293488438218e-05,False,False,False
stoch_69_LLY,1.889874070880147e-05,False,False,False
ptile_rank_14_LLY,1.701778285912026e-06,False,False,False
ptile_rank_21_LLY,1.7940324245958043e-05,False,False,False
ptile_rank_69_LLY,5.8755453524494566e-05,False,False,False
meanabsret_14_LLY,0.00031268600638467307,False,False,False
meanabsret_21_LLY,0.0002601258611120315,False,False,False
meanabsret_69_LLY,0.001034857651892712,True,False,False
boll_Upper_14_LLY,0.0003979836295462328,True,False,False
boll_Lower_14_LLY,0.08195315706327594,True,False,False
boll_Upper_21_LLY,0.0003805828976311852,False,False,False
boll_Lower_21_LLY,0.383848815662513,True,False,False
boll_Upper_69_LLY,0.0030471841464943194,True,False,False
boll_Lower_69_LLY,0.0005263062867076922,True,False,False
donchian_14_LLY,0.0004673025351154844,True,False,False
donchian_21_LLY,9.549351999915081e-05,False,False,False
donchian_69_LLY,0.0002713789057028529,False,False,False
lag_14_LLY,0.007710377445860072,True,False,False
lag_21_LLY,0.00015203763792857162,False,False,False
lag_69_LLY,0.0001565509666179516,False,False,False
volume_zscore_14_LLY,0.004919183526757724,True,False,False
volume_zscore_21_LLY,0.0008370392228297564,True,False,False
volume_zscore_69_LLY,0.0058770836530477365,True,False,False
ret_COST,1.58730320088671e-05,False,False,False
price_COST,0.0004595981192165321,True,False,False
logret_COST,6.298054493711123e-05,False,False,False
rollret_14_COST,2.0776811681181627e-05,False,False,False
rollret_21_COST,0.0001318226279262742,False,False,False
rollret_69_COST,6.67031974901008e-05,False,False,False
sma_14_COST,0.00047877183975364505,True,False,False
sma_21_COST,0.0007470834004588417,True,False,False
sma_69_COST,0.00039348587259882664,True,False,False
ema_14_COST,0.0009078853653075096,True,False,False
ema_21_COST,0.0004201722091382941,True,False,False
ema_69_COST,0.00026024373752042386,False,False,False
momentum_14_COST,7.576436733840277e-05,False,False,False
momentum_21_COST,0.0001670684476344799,False,False,False
momentum_69_COST,8.54781219116188e-05,False,False,False
macd_COST,0.0015157080513654032,True,False,False
pricevshigh_14_COST,0.00010037779437519472,False,False,False
pricevshigh_21_COST,5.5089605809578935e-05,False,False,False
pricevshigh_69_COST,0.00015273081219048277,False,False,False
vol_14_COST,0.00010023309496616799,False,False,False
vol_21_COST,0.0005422363366819175,True,False,False
vol_69_COST,0.00011037732152578387,False,False,False
atr_14_COST,0.00011416294928595642,False,False,False
atr_21_COST,0.0016719608683738957,True,False,False
atr_69_COST,0.00035516506096349614,False,False,False
range_COST,1.158044718366083e-05,False,False,False
volchange_14_COST,5.24641689515445e-05,False,False,False
volchange_21_COST,1.8640064189465857e-05,False,False,False
volchange_69_COST,7.814265404852526e-06,False,False,False
volptile_14_COST,2.478345226604808e-05,False,False,False
volptile_21_COST,0.00014819171806258012,False,False,False
volptile_69_COST,4.55827706305121e-05,False,False,False
zscore_14_COST,0.0006885038697836036,True,False,False
zscore_21_COST,6.67659352495802e-05,False,False,False
zscore_69_COST,0.00011091169130737564,False,False,False
rsi_14_COST,0.0001438008800886073,False,False,False
rsi_21_COST,9.913313771580901e-05,False,False,False
rsi_69_COST,0.00010709079862439984,False,False,False
cmo_14_COST,3.3898862885831336e-05,False,False,False
cmo_21_COST,2.8983670251048354e-05,False,False,False
cmo_69_COST,1.5290367087393998e-05,False,False,False
williams_14_COST,0.00021342238031854958,False,False,False
williams_21_COST,7.571788775659028e-05,False,False,False
williams_69_COST,1.3358667135315454e-05,False,False,False
stoch_14_COST,5.725172927358346e-05,False,False,False
stoch_21_COST,0.00017080324012908892,False,False,False
stoch_69_COST,2.918401380288612e-05,False,False,False
ptile_rank_14_COST,1.021288612260733e-06,False,False,False
ptile_rank_21_COST,0.0001540240301047654,False,False,False
ptile_rank_69_COST,6.0931086108867225e-05,False,False,False
meanabsret_14_COST,1.8773080980621153e-05,False,False,False
meanabsret_21_COST,9.22940161416896e-05,False,False,False
meanabsret_69_COST,9.416091952779757e-05,False,False,False
boll_Upper_14_COST,0.00039656516008074356,True,False,False
boll_Lower_14_COST,0.0006044090636427815,True,False,False
boll_Upper_21_COST,0.002384384884199555,True,False,False
boll_Lower_21_COST,0.0017212611022687913,True,False,False
boll_Upper_69_COST,8.642878252810246e-05,False,False,False
boll_Lower_69_COST,0.0012024171792420625,True,False,False
donchian_14_COST,5.608864647310896e-05,False,False,False
donchian_21_COST,0.0038822187631921096,True,False,False
donchian_69_COST,0.0027234174944769925,True,False,False
lag_14_COST,0.000869244949679101,True,False,False
lag_21_COST,0.00018031000194156536,False,False,False
lag_69_COST,9.524669540207909e-05,False,False,False
volume_zscore_14_COST,1.1112004832615758e-05,False,False,False
volume_zscore_21_COST,3.6454548005970796e-05,False,False,False
volume_zscore_69_COST,2.470868939983353e-05,False,False,False
ret_MA,3.5676649554221346e-05,False,False,False
price_MA,1.071764356450678e-05,False,False,False
logret_MA,4.625620851763351e-06,False,False,False
rollret_14_MA,8.889846919296105e-06,False,False,False
rollret_21_MA,0.00018611938117177028,False,False,False
rollret_69_MA,0.00011981647769370903,False,False,False
sma_14_MA,0.00039089169870443506,True,False,False
sma_21_MA,0.0005402827118978848,True,False,False
sma_69_MA,0.0016391749569504694,True,False,False
ema_14_MA,0.00010329054717337796,False,False,False
ema_21_MA,0.0006716906074348592,True,False,False
ema_69_MA,0.004397547323533347,True,False,False
momentum_14_MA,5.396426609520988e-05,False,False,False
momentum_21_MA,0.00010109228352979621,False,False,False
momentum_69_MA,0.0002738828945845731,False,False,False
macd_MA,0.0003229887482713532,False,False,False
pricevshigh_14_MA,1.4212927497096126e-05,False,False,False
pricevshigh_21_MA,3.124769064083361e-05,False,False,False
pricevshigh_69_MA,2.13772084581068e-05,False,False,False
vol_14_MA,0.00012362593571330668,False,False,False
vol_21_MA,0.0002570610721219834,False,False,False
vol_69_MA,0.0013190416408833015,True,False,False
atr_14_MA,0.0004463824025922669,True,False,False
atr_21_MA,0.0005243563751636721,True,False,False
atr_69_MA,0.00037453496220126657,False,False,False
range_MA,9.967747408162536e-05,False,False,False
volchange_14_MA,5.863266060899533e-05,False,False,False
volchange_21_MA,2.8171593042282205e-05,False,False,False
volchange_69_MA,2.6331412863587803e-05,False,False,False
volptile_14_MA,0.00020686694265551213,False,False,False
volptile_21_MA,0.0001426895688036836,False,False,False
volptile_69_MA,0.0016467472433982944,True,False,False
zscore_14_MA,0.00028509255671734413,False,False,False
zscore_21_MA,9.582490919323262e-05,False,False,False
zscore_69_MA,6.3830114739453e-05,False,False,False
rsi_14_MA,0.00144493620345478,True,False,False
rsi_21_MA,8.68227106474771e-06,False,False,False
rsi_69_MA,6.10176996179854e-06,False,False,False
cmo_14_MA,0.00173675819973199,True,False,False
cmo_21_MA,8.531104199432659e-05,False,False,False
cmo_69_MA,0.00023697636138260065,False,False,False
williams_14_MA,0.00028913750810128643,False,False,False
williams_21_MA,7.133458006645099e-06,False,False,False
williams_69_MA,0.0001248844000286094,False,False,False
stoch_14_MA,0.00011145263997897424,False,False,False
stoch_21_MA,2.0671811594727624e-05,False,False,False
stoch_69_MA,0.00021628707278255658,False,False,False
ptile_rank_14_MA,1.3442707608604076e-06,False,False,False
ptile_rank_21_MA,4.800746517130193e-06,False,False,False
ptile_rank_69_MA,0.00023412626755621945,False,False,False
meanabsret_14_MA,0.0001407485589211955,False,False,False
meanabsret_21_MA,3.1623240791135876e-05,False,False,False
meanabsret_69_MA,0.0001908973365242199,False,False,False
boll_Upper_14_MA,0.00038897239059087693,False,False,False
boll_Lower_14_MA,7.268665761698471e-05,False,False,False
boll_Upper_21_MA,0.0008671083539406201,True,False,False
boll_Lower_21_MA,2.6966901436790622e-05,False,False,False
boll_Upper_69_MA,3.779385495957528e-05,False,False,False
boll_Lower_69_MA,0.0012157073445176118,True,False,False
donchian_14_MA,0.000201030578461046,False,False,False
donchian_21_MA,0.0008205864678459703,True,False,False
donchian_69_MA,0.0012167923530213354,True,False,False
lag_14_MA,0.00015510711073397825,False,False,False
lag_21_MA,0.0008440388917560818,True,False,False
lag_69_MA,0.00022296377111588703,False,False,False
volume_zscore_14_MA,4.878401520141317e-05,False,False,False
volume_zscore_21_MA,6.83969719639346e-05,False,False,False
volume_zscore_69_MA,1.4613224662963958e-05,False,False,False
ret_XOM,6.702704802894646e-06,False,False,False
price_XOM,0.04462629183071901,True,False,False
logret_XOM,7.22201829896472e-06,False,False,False
rollret_14_XOM,7.10181662386695e-05,False,False,False
rollret_21_XOM,0.00013667331554694534,False,False,False
rollret_69_XOM,4.744144033495019e-06,False,False,False
sma_14_XOM,0.005157371849992094,True,False,False
sma_21_XOM,0.0052448019201074446,True,False,False
sma_69_XOM,0.0001892166499840406,False,False,False
ema_14_XOM,0.005469824269873307,True,False,False
ema_21_XOM,0.006286373503837178,True,False,False
ema_69_XOM,1.0888478731785659e-05,False,False,False
momentum_14_XOM,0.0002058597255029832,False,False,False
momentum_21_XOM,6.596129969297527e-05,False,False,False
momentum_69_XOM,3.664002926564035e-05,False,False,False
macd_XOM,0.0001935147957990514,False,False,False
pricevshigh_14_XOM,0.0001524558404066613,False,False,False
pricevshigh_21_XOM,0.0004750907395246796,True,False,False
pricevshigh_69_XOM,8.699015680423947e-05,False,False,False
vol_14_XOM,0.0023974165163879375,True,False,False
vol_21_XOM,0.001887427229703307,True,False,False
vol_69_XOM,0.00027904404282218335,False,False,False
atr_14_XOM,0.00011336603760422424,False,False,False
atr_21_XOM,0.0001317750657622025,False,False,False
atr_69_XOM,9.651744775747282e-05,False,False,False
range_XOM,3.4221909280319557e-06,False,False,False
volchange_14_XOM,0.00015747062758175525,False,False,False
volchange_21_XOM,2.3620250718506067e-05,False,False,False
volchange_69_XOM,4.242802916968357e-05,False,False,False
volptile_14_XOM,0.0031882758835318453,True,False,False
volptile_21_XOM,3.307340156822077e-05,False,False,False
volptile_69_XOM,0.00023032475952817846,False,False,False
zscore_14_XOM,8.347139359585185e-06,False,False,False
zscore_21_XOM,0.00014902900124060613,False,False,False
zscore_69_XOM,6.512887056279097e-05,False,False,False
rsi_14_XOM,0.00013999061048974165,False,False,False
rsi_21_XOM,0.00024131903419429872,False,False,False
rsi_69_XOM,5.65258015238556e-06,False,False,False
cmo_14_XOM,5.927083688114972e-05,False,False,False
cmo_21_XOM,7.244433315718389e-05,False,False,False
cmo_69_XOM,0.0001125272207951773,False,False,False
williams_14_XOM,5.297116410593222e-06,False,False,False
williams_21_XOM,3.9812942619484866e-05,False,False,False
