feature,score,selected,constant,sparse,rank,environment,sklearn_version,numpy_version,seed_used
stoch_69_LLY,0.0002986508081111565,False,False,False,454,kaggle,1.2.2,1.26.4,42
range_XOM,0.00029849599627942367,False,False,False,455,kaggle,1.2.2,1.26.4,42
cmo_21_NVDA,0.0002975100834783718,False,False,False,456,kaggle,1.2.2,1.26.4,42
zscore_14_AVGO,0.00029508705194823394,False,False,False,457,kaggle,1.2.2,1.26.4,42
zscore_21_AVGO,0.0002937980857324726,False,False,False,458,kaggle,1.2.2,1.26.4,42
stoch_21_UNH,0.0002935964229487729,False,False,False,459,kaggle,1.2.2,1.26.4,42
williams_21_XOM,0.00029275999007548364,False,False,False,460,kaggle,1.2.2,1.26.4,42
volume_zscore_21_UNH,0.00029136138567847496,False,False,False,461,kaggle,1.2.2,1.26.4,42
meanabsret_14_COST,0.0002913121251417656,False,False,False,462,kaggle,1.2.2,1.26.4,42
donchian_14_COST,0.00029102788185108366,False,False,False,463,kaggle,1.2.2,1.26.4,42
volptile_69_MSFT,0.00029077423843528496,False,False,False,464,kaggle,1.2.2,1.26.4,42
lag_14_AVGO,0.00029018044290832006,False,False,False,465,kaggle,1.2.2,1.26.4,42
rollret_21_MA,0.00028735282974664693,False,False,False,466,kaggle,1.2.2,1.26.4,42
meanabsret_14_NVDA,0.0002833772484958561,False,False,False,467,kaggle,1.2.2,1.26.4,42
ptile_rank_69_LLY,0.0002814372652088161,False,False,False,468,kaggle,1.2.2,1.26.4,42
pricevshigh_14_XOM,0.0002801294122632587,False,False,False,469,kaggle,1.2.2,1.26.4,42
stoch_14_ADBE,0.0002791911941630036,False,False,False,470,kaggle,1.2.2,1.26.4,42
pricevshigh_21_MA,0.0002778606746077405,False,False,False,471,kaggle,1.2.2,1.26.4,42
atr_69_AMZN,0.00027412226049739445,False,False,False,472,kaggle,1.2.2,1.26.4,42
meanabsret_14_ADBE,0.00026968010827317434,False,False,False,473,kaggle,1.2.2,1.26.4,42
rollret_14_XOM,0.00026472701868456803,False,False,False,474,kaggle,1.2.2,1.26.4,42
meanabsret_21_NVDA,0.0002634619787490169,False,False,False,475,kaggle,1.2.2,1.26.4,42
volptile_14_MSFT,0.00026292835717489453,False,False,False,476,kaggle,1.2.2,1.26.4,42
rollret_69_MSFT,0.00026284765111108353,False,False,False,477,kaggle,1.2.2,1.26.4,42
ptile_rank_14_UNH,0.0002612688043054599,False,False,False,478,kaggle,1.2.2,1.26.4,42
rollret_69_UNH,0.00026071279326469993,False,False,False,479,kaggle,1.2.2,1.26.4,42
boll_Upper_14_MSFT,0.00025926943314230497,False,False,False,480,kaggle,1.2.2,1.26.4,42
price_AMZN,0.00025909259635915487,False,False,False,481,kaggle,1.2.2,1.26.4,42
volume_zscore_69_LLY,0.0002580382790979549,False,False,False,482,kaggle,1.2.2,1.26.4,42
pricevshigh_69_AMZN,0.00025644527244493386,False,False,False,483,kaggle,1.2.2,1.26.4,42
rollret_69_NVDA,0.0002557622513956409,False,False,False,484,kaggle,1.2.2,1.26.4,42
rollret_14_COST,0.0002550623768562427,False,False,False,485,kaggle,1.2.2,1.26.4,42
stoch_21_AVGO,0.00024950728296835913,False,False,False,486,kaggle,1.2.2,1.26.4,42
volptile_21_COST,0.0002466129926649003,False,False,False,487,kaggle,1.2.2,1.26.4,42
momentum_69_NVDA,0.00024130097233211124,False,False,False,488,kaggle,1.2.2,1.26.4,42
cmo_69_UNH,0.00023956915642747408,False,False,False,489,kaggle,1.2.2,1.26.4,42
zscore_14_AMZN,0.00023922794752941884,False,False,False,490,kaggle,1.2.2,1.26.4,42
pricevshigh_14_MSFT,0.0002391941689673056,False,False,False,491,kaggle,1.2.2,1.26.4,42
ptile_rank_21_XOM,0.0002377756317655615,False,False,False,492,kaggle,1.2.2,1.26.4,42
meanabsret_69_MSFT,0.00023772302775765022,False,False,False,493,kaggle,1.2.2,1.26.4,42
sma_69_COST,0.00023658592329100906,False,False,False,494,kaggle,1.2.2,1.26.4,42
stoch_14_JPM,0.00023594060285958714,False,False,False,495,kaggle,1.2.2,1.26.4,42
momentum_21_XOM,0.00023461863099039632,False,False,False,496,kaggle,1.2.2,1.26.4,42
donchian_69_AVGO,0.00023395132207812473,False,False,False,497,kaggle,1.2.2,1.26.4,42
meanabsret_69_UNH,0.00023370106732182854,False,False,False,498,kaggle,1.2.2,1.26.4,42
atr_14_AVGO,0.00023338254807511345,False,False,False,499,kaggle,1.2.2,1.26.4,42
zscore_21_MA,0.0002333082611688697,False,False,False,500,kaggle,1.2.2,1.26.4,42
donchian_14_NVDA,0.00023319055283687026,False,False,False,501,kaggle,1.2.2,1.26.4,42
momentum_69_AMZN,0.00023131893512219137,False,False,False,502,kaggle,1.2.2,1.26.4,42
momentum_14_COST,0.0002257238431058459,False,False,False,503,kaggle,1.2.2,1.26.4,42
williams_69_UNH,0.0002254320075323724,False,False,False,504,kaggle,1.2.2,1.26.4,42
volume_zscore_21_JPM,0.00022542946686761163,False,False,False,505,kaggle,1.2.2,1.26.4,42
volume_zscore_69_COST,0.00022542319744736647,False,False,False,506,kaggle,1.2.2,1.26.4,42
range_LLY,0.00022415223726052373,False,False,False,507,kaggle,1.2.2,1.26.4,42
lag_69_MSFT,0.00022398078658596567,False,False,False,508,kaggle,1.2.2,1.26.4,42
pricevshigh_14_AMZN,0.00022397609658372702,False,False,False,509,kaggle,1.2.2,1.26.4,42
price_MSFT,0.00022344993839243873,False,False,False,510,kaggle,1.2.2,1.26.4,42
atr_14_MA,0.00022157973081070502,False,False,False,511,kaggle,1.2.2,1.26.4,42
lag_69_AVGO,0.00022149697466138825,False,False,False,512,kaggle,1.2.2,1.26.4,42
boll_Lower_14_AVGO,0.00022002569142586372,False,False,False,513,kaggle,1.2.2,1.26.4,42
sma_14_AMZN,0.00021733012686869609,False,False,False,514,kaggle,1.2.2,1.26.4,42
vol_21_CAT,0.00021653908316297796,False,False,False,515,kaggle,1.2.2,1.26.4,42
zscore_21_JPM,0.00021647718404155337,False,False,False,516,kaggle,1.2.2,1.26.4,42
lag_69_UNH,0.00021545189195588347,False,False,False,517,kaggle,1.2.2,1.26.4,42
rsi_21_CAT,0.00021423857284540217,False,False,False,518,kaggle,1.2.2,1.26.4,42
vol_14_NVDA,0.0002109457125689774,False,False,False,519,kaggle,1.2.2,1.26.4,42
stoch_14_UNH,0.00020787744266460587,False,False,False,520,kaggle,1.2.2,1.26.4,42
volptile_21_AMZN,0.0002076146667133054,False,False,False,521,kaggle,1.2.2,1.26.4,42
atr_14_CAT,0.00020622939365449742,False,False,False,522,kaggle,1.2.2,1.26.4,42
boll_Upper_21_AMZN,0.0002041789181938461,False,False,False,523,kaggle,1.2.2,1.26.4,42
stoch_69_COST,0.00020238254700833533,False,False,False,524,kaggle,1.2.2,1.26.4,42
volptile_21_AVGO,0.00020231637322552364,False,False,False,525,kaggle,1.2.2,1.26.4,42
stoch_21_CAT,0.00020176855367595901,False,False,False,526,kaggle,1.2.2,1.26.4,42
ema_14_AMZN,0.00019986504931015692,False,False,False,527,kaggle,1.2.2,1.26.4,42
rsi_14_COST,0.00019823340251150828,False,False,False,528,kaggle,1.2.2,1.26.4,42
momentum_21_LLY,0.00019804810571435184,False,False,False,529,kaggle,1.2.2,1.26.4,42
lag_69_COST,0.00019744092532308251,False,False,False,530,kaggle,1.2.2,1.26.4,42
price_UNH,0.00019701796769642298,False,False,False,531,kaggle,1.2.2,1.26.4,42
zscore_14_CAT,0.00019343780288828667,False,False,False,532,kaggle,1.2.2,1.26.4,42
pricevshigh_14_NVDA,0.00019338474418677387,False,False,False,533,kaggle,1.2.2,1.26.4,42
volume_zscore_69_AMZN,0.0001915844705385174,False,False,False,534,kaggle,1.2.2,1.26.4,42
momentum_14_CAT,0.000190755394597975,False,False,False,535,kaggle,1.2.2,1.26.4,42
williams_21_AVGO,0.00018973795952417346,False,False,False,536,kaggle,1.2.2,1.26.4,42
meanabsret_21_AVGO,0.0001855926394707534,False,False,False,537,kaggle,1.2.2,1.26.4,42
pricevshigh_14_UNH,0.00018477519652324842,False,False,False,538,kaggle,1.2.2,1.26.4,42
donchian_14_UNH,0.00018248842044956835,False,False,False,539,kaggle,1.2.2,1.26.4,42
williams_21_MSFT,0.00018227400324949842,False,False,False,540,kaggle,1.2.2,1.26.4,42
zscore_21_LLY,0.00018016204834155267,False,False,False,541,kaggle,1.2.2,1.26.4,42
sma_21_UNH,0.00017954187537815643,False,False,False,542,kaggle,1.2.2,1.26.4,42
ema_21_AVGO,0.0001786620655358391,False,False,False,543,kaggle,1.2.2,1.26.4,42
stoch_21_NVDA,0.0001783715119801324,False,False,False,544,kaggle,1.2.2,1.26.4,42
ptile_rank_21_AVGO,0.00017805976160367926,False,False,False,545,kaggle,1.2.2,1.26.4,42
pricevshigh_69_MSFT,0.00017339095536382241,False,False,False,546,kaggle,1.2.2,1.26.4,42
rsi_14_XOM,0.0001707361178404761,False,False,False,547,kaggle,1.2.2,1.26.4,42
rsi_21_MSFT,0.00017002735439115843,False,False,False,548,kaggle,1.2.2,1.26.4,42
price_ADBE,0.00016421623467836402,False,False,False,549,kaggle,1.2.2,1.26.4,42
meanabsret_14_CAT,0.00016416734978361733,False,False,False,550,kaggle,1.2.2,1.26.4,42
boll_Upper_14_ADBE,0.00016343710835054964,False,False,False,551,kaggle,1.2.2,1.26.4,42
atr_14_JPM,0.00016161761737573148,False,False,False,552,kaggle,1.2.2,1.26.4,42
pricevshigh_14_AVGO,0.00015960138208382288,False,False,False,553,kaggle,1.2.2,1.26.4,42
rollret_21_AMZN,0.00015928783601569006,False,False,False,554,kaggle,1.2.2,1.26.4,42
price_JPM,0.00015900980515548777,False,False,False,555,kaggle,1.2.2,1.26.4,42
cmo_21_UNH,0.0001589002551430936,False,False,False,556,kaggle,1.2.2,1.26.4,42
vol_21_NVDA,0.00015836023907387763,False,False,False,557,kaggle,1.2.2,1.26.4,42
volptile_14_UNH,0.00015774657645503754,False,False,False,558,kaggle,1.2.2,1.26.4,42
rsi_14_MSFT,0.00015739456715804757,False,False,False,559,kaggle,1.2.2,1.26.4,42
cmo_21_JPM,0.00015721096265329255,False,False,False,560,kaggle,1.2.2,1.26.4,42
williams_14_CAT,0.0001558489512242201,False,False,False,561,kaggle,1.2.2,1.26.4,42
williams_69_MSFT,0.00015582663072729312,False,False,False,562,kaggle,1.2.2,1.26.4,42
rollret_21_UNH,0.00015471409451988538,False,False,False,563,kaggle,1.2.2,1.26.4,42
pricevshigh_21_AVGO,0.00015438917293593416,False,False,False,564,kaggle,1.2.2,1.26.4,42
vol_21_LLY,0.00015176586797711262,False,False,False,565,kaggle,1.2.2,1.26.4,42
stoch_14_XOM,0.00015108025803258667,False,False,False,566,kaggle,1.2.2,1.26.4,42
meanabsret_21_AMZN,0.00015080533998312372,False,False,False,567,kaggle,1.2.2,1.26.4,42
rollret_14_CAT,0.00015059546470757014,False,False,False,568,kaggle,1.2.2,1.26.4,42
cmo_14_NVDA,0.00014958735360762407,False,False,False,569,kaggle,1.2.2,1.26.4,42
pricevshigh_21_UNH,0.00014902122476613178,False,False,False,570,kaggle,1.2.2,1.26.4,42
boll_Upper_21_ADBE,0.00014776619820859534,False,False,False,571,kaggle,1.2.2,1.26.4,42
volchange_21_MSFT,0.00014699850165242402,False,False,False,572,kaggle,1.2.2,1.26.4,42
vol_21_UNH,0.00014669260731326955,False,False,False,573,kaggle,1.2.2,1.26.4,42
volume_zscore_21_CAT,0.0001444121024034226,False,False,False,574,kaggle,1.2.2,1.26.4,42
ptile_rank_69_AVGO,0.00014151018155136833,False,False,False,575,kaggle,1.2.2,1.26.4,42
vol_14_UNH,0.00013958538240732853,False,False,False,576,kaggle,1.2.2,1.26.4,42
meanabsret_14_AMZN,0.00013949232179537392,False,False,False,577,kaggle,1.2.2,1.26.4,42
momentum_21_JPM,0.00013844174080591222,False,False,False,578,kaggle,1.2.2,1.26.4,42
rsi_21_ADBE,0.00013707067331026682,False,False,False,579,kaggle,1.2.2,1.26.4,42
stoch_69_NVDA,0.0001369152027438356,False,False,False,580,kaggle,1.2.2,1.26.4,42
volptile_14_NVDA,0.00013659447096098468,False,False,False,581,kaggle,1.2.2,1.26.4,42
ptile_rank_69_XOM,0.00013434790499586267,False,False,False,582,kaggle,1.2.2,1.26.4,42
williams_21_MA,0.00013299340019297718,False,False,False,583,kaggle,1.2.2,1.26.4,42
volume_zscore_69_MA,0.00013208295361864656,False,False,False,584,kaggle,1.2.2,1.26.4,42
ret_ADBE,0.00013174969836452966,False,False,False,585,kaggle,1.2.2,1.26.4,42
stoch_21_ADBE,0.00012811133768382332,False,False,False,586,kaggle,1.2.2,1.26.4,42
stoch_69_XOM,0.00012658752355837957,False,False,False,587,kaggle,1.2.2,1.26.4,42
boll_Upper_69_MA,0.00012620017721143704,False,False,False,588,kaggle,1.2.2,1.26.4,42
pricevshigh_69_MA,0.00012592055085487475,False,False,False,589,kaggle,1.2.2,1.26.4,42
meanabsret_14_JPM,0.00012476898633885698,False,False,False,590,kaggle,1.2.2,1.26.4,42
zscore_14_NVDA,0.0001247154274824293,False,False,False,591,kaggle,1.2.2,1.26.4,42
^GSPC,0.00012368422954599857,False,False,False,592,kaggle,1.2.2,1.26.4,42
cmo_14_UNH,0.0001236679033923441,False,False,False,593,kaggle,1.2.2,1.26.4,42
ptile_rank_14_AVGO,0.0001236585597731475,False,False,False,594,kaggle,1.2.2,1.26.4,42
atr_21_AMZN,0.00012242852377394818,False,False,False,595,kaggle,1.2.2,1.26.4,42
boll_Lower_21_UNH,0.00012158780654537706,False,False,False,596,kaggle,1.2.2,1.26.4,42
pricevshigh_21_ADBE,0.00012132791517002537,False,False,False,597,kaggle,1.2.2,1.26.4,42
zscore_21_NVDA,0.00012081790272195698,False,False,False,598,kaggle,1.2.2,1.26.4,42
williams_14_COST,0.00011996947888019993,False,False,False,599,kaggle,1.2.2,1.26.4,42
volume_zscore_69_ADBE,0.00011968100050692291,False,False,False,600,kaggle,1.2.2,1.26.4,42
zscore_21_ADBE,0.00011850901260688743,False,False,False,601,kaggle,1.2.2,1.26.4,42
momentum_21_UNH,0.00011764930555407579,False,False,False,602,kaggle,1.2.2,1.26.4,42
volume_zscore_21_AMZN,0.00011435350429246499,False,False,False,603,kaggle,1.2.2,1.26.4,42
momentum_14_UNH,0.00011377481567420614,False,False,False,604,kaggle,1.2.2,1.26.4,42
rsi_21_LLY,0.00011267711609995995,False,False,False,605,kaggle,1.2.2,1.26.4,42
stoch_21_MSFT,0.00011234886603542046,False,False,False,606,kaggle,1.2.2,1.26.4,42
vol_21_AMZN,0.00011195146624620496,False,False,False,607,kaggle,1.2.2,1.26.4,42
lag_69_ADBE,0.00011186130645331745,False,False,False,608,kaggle,1.2.2,1.26.4,42
volume_zscore_69_CAT,0.0001109228555552536,False,False,False,609,kaggle,1.2.2,1.26.4,42
rollret_69_LLY,0.00011033026108339563,False,False,False,610,kaggle,1.2.2,1.26.4,42
pricevshigh_21_MSFT,0.00011032194300061437,False,False,False,611,kaggle,1.2.2,1.26.4,42
williams_14_LLY,0.00011001954097897455,False,False,False,612,kaggle,1.2.2,1.26.4,42
zscore_69_COST,0.00010994887455751865,False,False,False,613,kaggle,1.2.2,1.26.4,42
volume_zscore_21_XOM,0.00010910170461125159,False,False,False,614,kaggle,1.2.2,1.26.4,42
williams_69_NVDA,0.00010836776687985835,False,False,False,615,kaggle,1.2.2,1.26.4,42
ptile_rank_14_COST,0.00010720091990852716,False,False,False,616,kaggle,1.2.2,1.26.4,42
range_NVDA,0.00010597167653890386,False,False,False,617,kaggle,1.2.2,1.26.4,42
meanabsret_14_LLY,0.00010557208721853445,False,False,False,618,kaggle,1.2.2,1.26.4,42
pricevshigh_69_LLY,0.00010421262045579706,False,False,False,619,kaggle,1.2.2,1.26.4,42
pricevshigh_21_AMZN,0.00010381708655810073,False,False,False,620,kaggle,1.2.2,1.26.4,42
zscore_21_MSFT,0.00010372416180395606,False,False,False,621,kaggle,1.2.2,1.26.4,42
williams_14_NVDA,0.00010369997928560287,False,False,False,622,kaggle,1.2.2,1.26.4,42
momentum_14_NVDA,0.00010327916015786619,False,False,False,623,kaggle,1.2.2,1.26.4,42
momentum_21_COST,0.000102721883109302,False,False,False,624,kaggle,1.2.2,1.26.4,42
williams_14_ADBE,0.00010224502506228472,False,False,False,625,kaggle,1.2.2,1.26.4,42
volptile_21_ADBE,0.00010222770766995516,False,False,False,626,kaggle,1.2.2,1.26.4,42
pricevshigh_69_COST,0.00010193726151375917,False,False,False,627,kaggle,1.2.2,1.26.4,42
rollret_14_UNH,0.00010135561428789954,False,False,False,628,kaggle,1.2.2,1.26.4,42
sma_14_ADBE,0.00010066147117997175,False,False,False,629,kaggle,1.2.2,1.26.4,42
stoch_14_AMZN,9.964206066461261e-05,False,False,False,630,kaggle,1.2.2,1.26.4,42
zscore_21_XOM,9.894203299202104e-05,False,False,False,631,kaggle,1.2.2,1.26.4,42
range_MSFT,9.7429512218601e-05,False,False,False,632,kaggle,1.2.2,1.26.4,42
SI=F,9.709532165794525e-05,False,False,False,633,kaggle,1.2.2,1.26.4,42
ptile_rank_69_JPM,9.378417352769553e-05,False,False,False,634,kaggle,1.2.2,1.26.4,42
lag_21_CAT,9.232888244103054e-05,False,False,False,635,kaggle,1.2.2,1.26.4,42
williams_14_MSFT,9.046633763580329e-05,False,False,False,636,kaggle,1.2.2,1.26.4,42
williams_21_JPM,9.039440725839067e-05,False,False,False,637,kaggle,1.2.2,1.26.4,42
meanabsret_14_MA,8.936261439638445e-05,False,False,False,638,kaggle,1.2.2,1.26.4,42
volchange_14_MA,8.817572958624766e-05,False,False,False,639,kaggle,1.2.2,1.26.4,42
donchian_14_JPM,8.74043341211322e-05,False,False,False,640,kaggle,1.2.2,1.26.4,42
zscore_21_UNH,8.724235124215708e-05,False,False,False,641,kaggle,1.2.2,1.26.4,42
rollret_21_LLY,8.698016888166513e-05,False,False,False,642,kaggle,1.2.2,1.26.4,42
stoch_21_LLY,8.433678194707519e-05,False,False,False,643,kaggle,1.2.2,1.26.4,42
momentum_14_LLY,8.233026637632049e-05,False,False,False,644,kaggle,1.2.2,1.26.4,42
volume_zscore_69_XOM,8.204911897460626e-05,False,False,False,645,kaggle,1.2.2,1.26.4,42
zscore_14_UNH,8.192082428471712e-05,False,False,False,646,kaggle,1.2.2,1.26.4,42
rsi_21_XOM,8.146743472828484e-05,False,False,False,647,kaggle,1.2.2,1.26.4,42
zscore_14_COST,8.138215783745341e-05,False,False,False,648,kaggle,1.2.2,1.26.4,42
logret_MSFT,8.114247379645613e-05,False,False,False,649,kaggle,1.2.2,1.26.4,42
vol_14_JPM,8.093485853014413e-05,False,False,False,650,kaggle,1.2.2,1.26.4,42
volume_zscore_14_CAT,8.03737119085735e-05,False,False,False,651,kaggle,1.2.2,1.26.4,42
volptile_21_MA,8.001502320575448e-05,False,False,False,652,kaggle,1.2.2,1.26.4,42
rollret_14_AMZN,7.932369002683032e-05,False,False,False,653,kaggle,1.2.2,1.26.4,42
volume_zscore_14_COST,7.894326743436923e-05,False,False,False,654,kaggle,1.2.2,1.26.4,42
volptile_14_JPM,7.562732102281642e-05,False,False,False,655,kaggle,1.2.2,1.26.4,42
williams_14_UNH,7.49396571108438e-05,False,False,False,656,kaggle,1.2.2,1.26.4,42
volchange_14_ADBE,7.460222492214652e-05,False,False,False,657,kaggle,1.2.2,1.26.4,42
volume_zscore_69_AVGO,7.437876410060924e-05,False,False,False,658,kaggle,1.2.2,1.26.4,42
cmo_14_XOM,7.437160241809014e-05,False,False,False,659,kaggle,1.2.2,1.26.4,42
momentum_69_UNH,7.362012174993846e-05,False,False,False,660,kaggle,1.2.2,1.26.4,42
volchange_21_LLY,7.341032529777879e-05,False,False,False,661,kaggle,1.2.2,1.26.4,42
stoch_14_MA,7.310192860119268e-05,False,False,False,662,kaggle,1.2.2,1.26.4,42
rsi_14_AMZN,7.286018744696102e-05,False,False,False,663,kaggle,1.2.2,1.26.4,42
volptile_21_JPM,7.096838042584275e-05,False,False,False,664,kaggle,1.2.2,1.26.4,42
momentum_21_NVDA,7.09113714338013e-05,False,False,False,665,kaggle,1.2.2,1.26.4,42
volchange_69_NVDA,7.078905185708653e-05,False,False,False,666,kaggle,1.2.2,1.26.4,42
zscore_14_JPM,7.036959062983375e-05,False,False,False,667,kaggle,1.2.2,1.26.4,42
HYG,6.759050018907307e-05,False,False,False,668,kaggle,1.2.2,1.26.4,42
volchange_69_UNH,6.722398387024915e-05,False,False,False,669,kaggle,1.2.2,1.26.4,42
stoch_21_JPM,6.712265378676493e-05,False,False,False,670,kaggle,1.2.2,1.26.4,42
williams_21_COST,6.482976789268954e-05,False,False,False,671,kaggle,1.2.2,1.26.4,42
volptile_14_AVGO,6.467632092634706e-05,False,False,False,672,kaggle,1.2.2,1.26.4,42
donchian_14_ADBE,6.426015126155753e-05,False,False,False,673,kaggle,1.2.2,1.26.4,42
price_MA,6.355614906259904e-05,False,False,False,674,kaggle,1.2.2,1.26.4,42
volchange_21_ADBE,6.332240408512876e-05,False,False,False,675,kaggle,1.2.2,1.26.4,42
momentum_69_COST,6.2302642382505e-05,False,False,False,676,kaggle,1.2.2,1.26.4,42
volume_zscore_21_COST,6.0121094751048894e-05,False,False,False,677,kaggle,1.2.2,1.26.4,42
rollret_14_LLY,6.010742689903043e-05,False,False,False,678,kaggle,1.2.2,1.26.4,42
volchange_69_MSFT,5.9079687070913714e-05,False,False,False,679,kaggle,1.2.2,1.26.4,42
momentum_14_MA,5.825608297126746e-05,False,False,False,680,kaggle,1.2.2,1.26.4,42
stoch_14_NVDA,5.804876720255228e-05,False,False,False,681,kaggle,1.2.2,1.26.4,42
zscore_14_LLY,5.7617237990904525e-05,False,False,False,682,kaggle,1.2.2,1.26.4,42
volchange_21_MA,5.755768555984571e-05,False,False,False,683,kaggle,1.2.2,1.26.4,42
stoch_14_LLY,5.699460027032698e-05,False,False,False,684,kaggle,1.2.2,1.26.4,42
stoch_69_AMZN,5.674548044422092e-05,False,False,False,685,kaggle,1.2.2,1.26.4,42
cmo_14_CAT,5.668126810495135e-05,False,False,False,686,kaggle,1.2.2,1.26.4,42
stoch_69_UNH,5.656489737743874e-05,False,False,False,687,kaggle,1.2.2,1.26.4,42
volptile_14_LLY,5.601267001254417e-05,False,False,False,688,kaggle,1.2.2,1.26.4,42
NG=F,5.5829843162404876e-05,False,False,False,689,kaggle,1.2.2,1.26.4,42
range_AMZN,5.558067361208929e-05,False,False,False,690,kaggle,1.2.2,1.26.4,42
vol_14_LLY,5.522377297137895e-05,False,False,False,691,kaggle,1.2.2,1.26.4,42
ptile_rank_21_COST,5.521275550667791e-05,False,False,False,692,kaggle,1.2.2,1.26.4,42
ptile_rank_14_CAT,5.4984900710507285e-05,False,False,False,693,kaggle,1.2.2,1.26.4,42
volchange_14_JPM,5.483754816984431e-05,False,False,False,694,kaggle,1.2.2,1.26.4,42
^IRX,5.477716664322183e-05,False,False,False,695,kaggle,1.2.2,1.26.4,42
williams_21_ADBE,5.3961769880979355e-05,False,False,False,696,kaggle,1.2.2,1.26.4,42
volume_zscore_21_ADBE,5.2627795333028904e-05,False,False,False,697,kaggle,1.2.2,1.26.4,42
volptile_14_COST,5.179951196483068e-05,False,False,False,698,kaggle,1.2.2,1.26.4,42
williams_69_LLY,5.1752294668766664e-05,False,False,False,699,kaggle,1.2.2,1.26.4,42
rsi_21_JPM,5.1340923969849524e-05,False,False,False,700,kaggle,1.2.2,1.26.4,42
ptile_rank_21_MSFT,5.0693440145714123e-05,False,False,False,701,kaggle,1.2.2,1.26.4,42
ret_AVGO,5.048399044179052e-05,False,False,False,702,kaggle,1.2.2,1.26.4,42
EURUSD=X,5.047707914335844e-05,False,False,False,703,kaggle,1.2.2,1.26.4,42
stoch_14_MSFT,5.0370420301195364e-05,False,False,False,704,kaggle,1.2.2,1.26.4,42
stoch_21_XOM,5.0351964905757684e-05,False,False,False,705,kaggle,1.2.2,1.26.4,42
volchange_21_AVGO,4.980330208442997e-05,False,False,False,706,kaggle,1.2.2,1.26.4,42
ptile_rank_69_UNH,4.928367809997074e-05,False,False,False,707,kaggle,1.2.2,1.26.4,42
volchange_14_UNH,4.898490773163992e-05,False,False,False,708,kaggle,1.2.2,1.26.4,42
ptile_rank_14_ADBE,4.822987727402334e-05,False,False,False,709,kaggle,1.2.2,1.26.4,42
ptile_rank_21_NVDA,4.711066497874265e-05,False,False,False,710,kaggle,1.2.2,1.26.4,42
pricevshigh_14_LLY,4.68242491953718e-05,False,False,False,711,kaggle,1.2.2,1.26.4,42
volchange_14_AVGO,4.6418147890330904e-05,False,False,False,712,kaggle,1.2.2,1.26.4,42
cmo_21_LLY,4.586129628034002e-05,False,False,False,713,kaggle,1.2.2,1.26.4,42
williams_21_AMZN,4.563877803739588e-05,False,False,False,714,kaggle,1.2.2,1.26.4,42
volume_zscore_69_NVDA,4.5502606795572386e-05,False,False,False,715,kaggle,1.2.2,1.26.4,42
williams_21_NVDA,4.533334638078066e-05,False,False,False,716,kaggle,1.2.2,1.26.4,42
pricevshigh_14_CAT,4.498207919644415e-05,False,False,False,717,kaggle,1.2.2,1.26.4,42
ptile_rank_14_NVDA,4.470776125040745e-05,False,False,False,718,kaggle,1.2.2,1.26.4,42
volume_zscore_14_ADBE,4.4665638660528346e-05,False,False,False,719,kaggle,1.2.2,1.26.4,42
rollret_14_ADBE,4.3969389944899e-05,False,False,False,720,kaggle,1.2.2,1.26.4,42
ptile_rank_14_MSFT,4.342996268375267e-05,False,False,False,721,kaggle,1.2.2,1.26.4,42
lag_14_UNH,4.290009449477817e-05,False,False,False,722,kaggle,1.2.2,1.26.4,42
cmo_14_ADBE,4.217725661359525e-05,False,False,False,723,kaggle,1.2.2,1.26.4,42
volchange_69_JPM,4.205828712396131e-05,False,False,False,724,kaggle,1.2.2,1.26.4,42
pricevshigh_14_MA,4.156246291300757e-05,False,False,False,725,kaggle,1.2.2,1.26.4,42
range_ADBE,4.1491247995412176e-05,False,False,False,726,kaggle,1.2.2,1.26.4,42
williams_21_UNH,4.1119329965693356e-05,False,False,False,727,kaggle,1.2.2,1.26.4,42
logret_MA,4.089536742741681e-05,False,False,False,728,kaggle,1.2.2,1.26.4,42
zscore_14_ADBE,3.994918458599684e-05,False,False,False,729,kaggle,1.2.2,1.26.4,42
ptile_rank_14_JPM,3.951962020596575e-05,False,False,False,730,kaggle,1.2.2,1.26.4,42
TLT,3.9244417955437125e-05,False,False,False,731,kaggle,1.2.2,1.26.4,42
volchange_69_XOM,3.8634713473733195e-05,False,False,False,732,kaggle,1.2.2,1.26.4,42
cmo_14_MSFT,3.861384133918614e-05,False,False,False,733,kaggle,1.2.2,1.26.4,42
ptile_rank_69_MSFT,3.814601670958679e-05,False,False,False,734,kaggle,1.2.2,1.26.4,42
vol_14_ADBE,3.7656300809828666e-05,False,False,False,735,kaggle,1.2.2,1.26.4,42
volume_zscore_14_AMZN,3.691610736897389e-05,False,False,False,736,kaggle,1.2.2,1.26.4,42
ZW=F,3.659970303365099e-05,False,False,False,737,kaggle,1.2.2,1.26.4,42
rollret_14_MSFT,3.6340061442178915e-05,False,False,False,738,kaggle,1.2.2,1.26.4,42
zscore_14_XOM,3.617030044455024e-05,False,False,False,739,kaggle,1.2.2,1.26.4,42
IEF,3.573932927626934e-05,False,False,False,740,kaggle,1.2.2,1.26.4,42
volume_zscore_21_NVDA,3.484272205074704e-05,False,False,False,741,kaggle,1.2.2,1.26.4,42
stoch_21_AMZN,3.427125100701471e-05,False,False,False,742,kaggle,1.2.2,1.26.4,42
volchange_21_CAT,3.3865155978437884e-05,False,False,False,743,kaggle,1.2.2,1.26.4,42
