feature,score,selected,constant,sparse,rank,environment,sklearn_version,numpy_version,seed_used
volchange_69_COST,3.383190152766806e-05,False,False,False,744,kaggle,1.2.2,1.26.4,42
ptile_rank_14_MA,3.375479897244384e-05,False,False,False,745,kaggle,1.2.2,1.26.4,42
volume_zscore_14_MA,3.351806134193284e-05,False,False,False,746,kaggle,1.2.2,1.26.4,42
range_MA,3.270151801950009e-05,False,False,False,747,kaggle,1.2.2,1.26.4,42
momentum_14_MSFT,3.234254829928147e-05,False,False,False,748,kaggle,1.2.2,1.26.4,42
rsi_14_UNH,3.211836450695949e-05,False,False,False,749,kaggle,1.2.2,1.26.4,42
FXI,3.2100252883690294e-05,False,False,False,750,kaggle,1.2.2,1.26.4,42
zscore_21_CAT,3.206781136329395e-05,False,False,False,751,kaggle,1.2.2,1.26.4,42
volptile_21_NVDA,3.076123432917528e-05,False,False,False,752,kaggle,1.2.2,1.26.4,42
range_UNH,3.0644913122199726e-05,False,False,False,753,kaggle,1.2.2,1.26.4,42
HG=F,3.0285890697687452e-05,False,False,False,754,kaggle,1.2.2,1.26.4,42
volchange_14_AMZN,2.964660119421178e-05,False,False,False,755,kaggle,1.2.2,1.26.4,42
williams_14_XOM,2.9095897062898595e-05,False,False,False,756,kaggle,1.2.2,1.26.4,42
ptile_rank_21_LLY,2.8872945748002103e-05,False,False,False,757,kaggle,1.2.2,1.26.4,42
VEA,2.8103190883824235e-05,False,False,False,758,kaggle,1.2.2,1.26.4,42
atr_14_NVDA,2.7903464776459202e-05,False,False,False,759,kaggle,1.2.2,1.26.4,42
^FTSE,2.719918736651471e-05,False,False,False,760,kaggle,1.2.2,1.26.4,42
ret_CAT,2.717765314693934e-05,False,False,False,761,kaggle,1.2.2,1.26.4,42
range_JPM,2.7171095151448093e-05,False,False,False,762,kaggle,1.2.2,1.26.4,42
range_CAT,2.647335795047619e-05,False,False,False,763,kaggle,1.2.2,1.26.4,42
volptile_14_AMZN,2.6130807254647167e-05,False,False,False,764,kaggle,1.2.2,1.26.4,42
volchange_14_COST,2.572788743487742e-05,False,False,False,765,kaggle,1.2.2,1.26.4,42
ptile_rank_21_JPM,2.5596094016745358e-05,False,False,False,766,kaggle,1.2.2,1.26.4,42
volume_zscore_14_UNH,2.455061250058092e-05,False,False,False,767,kaggle,1.2.2,1.26.4,42
ptile_rank_21_AMZN,2.385203276784947e-05,False,False,False,768,kaggle,1.2.2,1.26.4,42
logret_ADBE,2.368480314872454e-05,False,False,False,769,kaggle,1.2.2,1.26.4,42
EEM,2.3571012841710217e-05,False,False,False,770,kaggle,1.2.2,1.26.4,42
volchange_69_MA,2.3140634053206124e-05,False,False,False,771,kaggle,1.2.2,1.26.4,42
logret_LLY,2.287926523772157e-05,False,False,False,772,kaggle,1.2.2,1.26.4,42
volchange_14_XOM,2.2398527425299034e-05,False,False,False,773,kaggle,1.2.2,1.26.4,42
volchange_14_MSFT,2.2158364891407356e-05,False,False,False,774,kaggle,1.2.2,1.26.4,42
volchange_69_AMZN,2.198047473160136e-05,False,False,False,775,kaggle,1.2.2,1.26.4,42
rsi_14_ADBE,2.1708444771813102e-05,False,False,False,776,kaggle,1.2.2,1.26.4,42
volume_zscore_14_XOM,2.1539573511310628e-05,False,False,False,777,kaggle,1.2.2,1.26.4,42
volume_zscore_69_UNH,2.1157809997180356e-05,False,False,False,778,kaggle,1.2.2,1.26.4,42
ret_COST,2.1139528603312007e-05,False,False,False,779,kaggle,1.2.2,1.26.4,42
^RUT,2.0828367867039888e-05,False,False,False,780,kaggle,1.2.2,1.26.4,42
ret_MSFT,2.0827580543128418e-05,False,False,False,781,kaggle,1.2.2,1.26.4,42
ptile_rank_21_CAT,2.047965808176674e-05,False,False,False,782,kaggle,1.2.2,1.26.4,42
pricevshigh_21_LLY,2.025721282472242e-05,False,False,False,783,kaggle,1.2.2,1.26.4,42
volchange_21_COST,2.0148577426908664e-05,False,False,False,784,kaggle,1.2.2,1.26.4,42
volchange_14_CAT,2.010040916378321e-05,False,False,False,785,kaggle,1.2.2,1.26.4,42
volchange_69_LLY,1.995008117632406e-05,False,False,False,786,kaggle,1.2.2,1.26.4,42
volchange_69_CAT,1.994802656969394e-05,False,False,False,787,kaggle,1.2.2,1.26.4,42
stoch_14_CAT,1.974017793212637e-05,False,False,False,788,kaggle,1.2.2,1.26.4,42
momentum_14_AMZN,1.9533382963175034e-05,False,False,False,789,kaggle,1.2.2,1.26.4,42
volume_zscore_21_MSFT,1.8807219638697097e-05,False,False,False,790,kaggle,1.2.2,1.26.4,42
cmo_14_LLY,1.877099189455536e-05,False,False,False,791,kaggle,1.2.2,1.26.4,42
ZC=F,1.8704112178463027e-05,False,False,False,792,kaggle,1.2.2,1.26.4,42
volume_zscore_14_LLY,1.8623958825953836e-05,False,False,False,793,kaggle,1.2.2,1.26.4,42
ptile_rank_14_XOM,1.8536660839663082e-05,False,False,False,794,kaggle,1.2.2,1.26.4,42
rsi_14_LLY,1.841046241582852e-05,False,False,False,795,kaggle,1.2.2,1.26.4,42
volchange_21_AMZN,1.8316843554461206e-05,False,False,False,796,kaggle,1.2.2,1.26.4,42
ptile_rank_21_UNH,1.8287368042966796e-05,False,False,False,797,kaggle,1.2.2,1.26.4,42
volchange_21_NVDA,1.8158134574821553e-05,False,False,False,798,kaggle,1.2.2,1.26.4,42
ret_UNH,1.804811794326486e-05,False,False,False,799,kaggle,1.2.2,1.26.4,42
logret_UNH,1.7660781865284813e-05,False,False,False,800,kaggle,1.2.2,1.26.4,42
volume_zscore_69_JPM,1.6838883678226476e-05,False,False,False,801,kaggle,1.2.2,1.26.4,42
volchange_69_AVGO,1.650038939614005e-05,False,False,False,802,kaggle,1.2.2,1.26.4,42
zscore_14_MSFT,1.6113448427377872e-05,False,False,False,803,kaggle,1.2.2,1.26.4,42
ret_MA,1.6003196325786116e-05,False,False,False,804,kaggle,1.2.2,1.26.4,42
ptile_rank_69_AMZN,1.5848440591378812e-05,False,False,False,805,kaggle,1.2.2,1.26.4,42
ptile_rank_21_MA,1.5171395768314951e-05,False,False,False,806,kaggle,1.2.2,1.26.4,42
UUP,1.4765936132990494e-05,False,False,False,807,kaggle,1.2.2,1.26.4,42
ptile_rank_14_AMZN,1.4654142131073362e-05,False,False,False,808,kaggle,1.2.2,1.26.4,42
USDJPY=X,1.4432671416403139e-05,False,False,False,809,kaggle,1.2.2,1.26.4,42
williams_69_AMZN,1.4176232144632662e-05,False,False,False,810,kaggle,1.2.2,1.26.4,42
zscore_21_AMZN,1.3569366601168385e-05,False,False,False,811,kaggle,1.2.2,1.26.4,42
volchange_14_LLY,1.3500954679462848e-05,False,False,False,812,kaggle,1.2.2,1.26.4,42
ret_JPM,1.3463683264549116e-05,False,False,False,813,kaggle,1.2.2,1.26.4,42
volume_zscore_14_MSFT,1.3340429948906467e-05,False,False,False,814,kaggle,1.2.2,1.26.4,42
logret_AVGO,1.3197770786560204e-05,False,False,False,815,kaggle,1.2.2,1.26.4,42
GBPUSD=X,1.3147019447095072e-05,False,False,False,816,kaggle,1.2.2,1.26.4,42
logret_JPM,1.3105938417655556e-05,False,False,False,817,kaggle,1.2.2,1.26.4,42
volchange_69_ADBE,1.3076224126645277e-05,False,False,False,818,kaggle,1.2.2,1.26.4,42
range_AVGO,1.2098120278608915e-05,False,False,False,819,kaggle,1.2.2,1.26.4,42
williams_69_XOM,1.1891826385392544e-05,False,False,False,820,kaggle,1.2.2,1.26.4,42
ptile_rank_21_ADBE,1.1297076426525324e-05,False,False,False,821,kaggle,1.2.2,1.26.4,42
pricevshigh_14_ADBE,1.115716724085888e-05,False,False,False,822,kaggle,1.2.2,1.26.4,42
stoch_21_COST,1.1146054681876153e-05,False,False,False,823,kaggle,1.2.2,1.26.4,42
volchange_21_XOM,1.0786659394705633e-05,False,False,False,824,kaggle,1.2.2,1.26.4,42
logret_AMZN,1.075535983586949e-05,False,False,False,825,kaggle,1.2.2,1.26.4,42
volume_zscore_21_MA,9.98824550492514e-06,False,False,False,826,kaggle,1.2.2,1.26.4,42
ret_LLY,9.283016133402591e-06,False,False,False,827,kaggle,1.2.2,1.26.4,42
logret_COST,9.129638248576588e-06,False,False,False,828,kaggle,1.2.2,1.26.4,42
GC=F,9.096836537286648e-06,False,False,False,829,kaggle,1.2.2,1.26.4,42
volchange_14_NVDA,8.931355465353634e-06,False,False,False,830,kaggle,1.2.2,1.26.4,42
AUDUSD=X,8.919155867115483e-06,False,False,False,831,kaggle,1.2.2,1.26.4,42
logret_NVDA,8.831812994123949e-06,False,False,False,832,kaggle,1.2.2,1.26.4,42
volchange_21_UNH,7.71107805913526e-06,False,False,False,833,kaggle,1.2.2,1.26.4,42
ret_AMZN,7.453757193922218e-06,False,False,False,834,kaggle,1.2.2,1.26.4,42
range_COST,6.786721082253781e-06,False,False,False,835,kaggle,1.2.2,1.26.4,42
CL=F,6.107808969955131e-06,False,False,False,836,kaggle,1.2.2,1.26.4,42
^TYX,5.106098601199511e-06,False,False,False,837,kaggle,1.2.2,1.26.4,42
logret_XOM,4.293190980225283e-06,False,False,False,838,kaggle,1.2.2,1.26.4,42
volchange_21_JPM,3.829375128787078e-06,False,False,False,839,kaggle,1.2.2,1.26.4,42
day_of_week,3.133371321603196e-06,False,False,False,840,kaggle,1.2.2,1.26.4,42
logret_CAT,2.0767989060916564e-06,False,False,False,841,kaggle,1.2.2,1.26.4,42
