date,y_value
2015-02-02,0.01469751326888397
2015-02-03,0.02634289417878729
2015-02-04,0.026022880018730966
2015-02-05,0.038398646109738074
2015-02-06,0.043167809286331
2015-02-09,0.04315391449028684
2015-02-10,0.04299919715908646
2015-02-11,0.04278870223980234
2015-02-12,0.042361767838862675
2015-02-13,0.04273752366296202
2015-02-17,0.04299069009779238
2015-02-18,0.043388061395714966
2015-02-19,0.042661257299682266
2015-02-20,0.04236302814183754
2015-02-23,0.04430879564947599
2015-02-24,0.048508537539254715
2015-02-25,0.048282094736746585
2015-02-26,0.04912600162000554
2015-02-27,0.048086467520080785
2015-03-02,0.048313091171354954
2015-03-03,0.048419066612726776
2015-03-04,0.04854658834518743
2015-03-05,0.04939600534130119
2015-03-06,0.04928890452767002
2015-03-09,0.05021060200769201
2015-03-10,0.050692441293790726
2015-03-11,0.05005161241515738
2015-03-12,0.050370216212991724
2015-03-13,0.0500280646702305
2015-03-16,0.05007604490947854
2015-03-17,0.048701161784695954
2015-03-18,0.04920316588820842
2015-03-19,0.043693769544636975
2015-03-20,0.03564735909283692
2015-03-23,0.02610253847319062
2015-03-24,0.02795825161722336
2015-03-25,0.027956850399773435
2015-03-26,0.027824625407828953
2015-03-27,0.027193713582464637
2015-03-30,0.027452337765079153
2015-03-31,0.028284329382989713
2015-04-01,0.02817967364664796
2015-04-02,0.027115610427639
2015-04-06,0.02693018734584658
2015-04-07,0.027224002737702143
2015-04-08,0.027391813994300806
2015-04-09,0.02690937557430053
2015-04-10,0.026986273967526668
2015-04-13,0.026903988919088052
2015-04-14,0.02563764705257926
2015-04-15,0.02268465103371771
2015-04-16,0.023636025702162
2015-04-17,0.02313457217763869
2015-04-20,0.023129284612216236
2015-04-21,0.022843110117278492
2015-04-22,0.022749063793975084
2015-04-23,0.02164696264919246
2015-04-24,0.022715787805389256
2015-04-27,0.02260191145331739
2015-04-28,0.02273672240850934
2015-04-29,0.02319530058957147
2015-04-30,0.021916150238078552
2015-05-01,0.015094210216449645
2015-05-04,0.01737673872072053
2015-05-05,0.0176784664844052
2015-05-06,0.023366352458325607
2015-05-07,0.023340876485980246
2015-05-08,0.02411540725015482
2015-05-11,0.02443558338014204
2015-05-12,0.023850604194066913
2015-05-13,0.02299728809292215
2015-05-14,0.02339027944217692
2015-05-15,0.02318668524702318
2015-05-18,0.0237847902792261
2015-05-19,0.023572425450799687
2015-05-20,0.023644363848011496
2015-05-21,0.023868984529771167
2015-05-22,0.023822561153353905
2015-05-26,0.022986206886106076
2015-05-27,0.022821841932445384
2015-05-28,0.040598151306846776
2015-05-29,0.0405770315957171
2015-06-01,0.04119340556616562
2015-06-02,0.041199664844172874
2015-06-03,0.04132294077639998
2015-06-04,0.041294781442908005
2015-06-05,0.049924438089041456
2015-06-08,0.05025383002881649
2015-06-09,0.05038722737459728
2015-06-10,0.05063617833268447
2015-06-11,0.05154293697721091
2015-06-12,0.051540845457404436
2015-06-15,0.051681653331166165
2015-06-16,0.05172119860791511
2015-06-17,0.051117215160627345
2015-06-18,0.05115259940477434
2015-06-19,0.05052076135447733
2015-06-22,0.04085048557109128
2015-06-23,0.04123604457188896
2015-06-24,0.03636314101941267
2015-06-25,0.03727790278169461
2015-06-26,0.03850815370032636
2015-06-29,0.038614876717192805
2015-06-30,0.03797970901482218
2015-07-01,0.037810557629929346
2015-07-02,0.03796640201141979
2015-07-06,0.03832297202380921
2015-07-07,0.03857664628206929
2015-07-08,0.038933595741511236
2015-07-09,0.03901601038786867
2015-07-10,0.03815228237660406
2015-07-13,0.03787185523669631
2015-07-14,0.03789887544282402
